id,label,PAAC5,PAAC15,PAAC10,PAAC4,PAAC12,PAAC19,PAAC3,PAAC22,PAAC14,PAAC2,PAAC16,PAAC25,PAAC26,PAAC21,PAAC6,PAAC30,PAAC20,PAAC7,PAAC11,PAAC27,PAAC13
Positive_820,1,0.915,3.05,3.508,2.44,3.508,2.135,2.745,5.263,1.83,2.745,2.745,4.989,5.208,4.994,3.813,5.108,3.355,1.525,4.728,5.163,0.915
Negative_973,0,1.639,6.855,1.341,1.937,1.192,1.043,0.596,4.38,1.341,3.428,4.322,4.812,4.498,4.553,1.788,4.27,2.384,1.937,7.451,4.49,1.043
Positive_35,1,1.356,3.68,2.324,1.356,2.324,1.55,2.324,4.723,3.099,2.033,4.358,4.552,4.472,4.656,2.421,4.587,3.971,1.646,5.713,4.752,2.228
Negative_413,0,1.461,2.046,3.118,1.949,3.02,1.851,1.559,4.889,2.241,2.338,4.092,5.058,5.061,4.949,2.338,4.917,2.923,0.78,5.651,5.031,0.974
Positive_1182,1,0.736,2.797,2.65,2.355,1.914,2.355,1.472,5.116,1.62,2.797,2.797,5.136,5.344,4.706,3.68,5.078,3.828,2.65,5.153,4.91,1.472
Negative_642,0,2.251,3.658,0.844,1.126,3.095,1.126,1.126,4.829,1.97,3.095,4.221,4.857,4.993,4.647,3.376,4.919,1.97,1.407,5.065,4.824,0.563
Negative_142,0,1.862,4.655,1.629,1.629,0.931,1.397,1.397,5.129,1.629,4.19,5.586,4.532,4.896,4.983,1.397,4.845,3.026,3.259,6.75,4.522,1.164
Positive_1202,1,0.933,3.11,1.821,3.11,2.355,1.91,3.066,5.038,2.177,2.888,2.754,5.03,4.981,4.805,3.11,4.859,3.732,2.621,5.42,4.887,0.844
Negative_187,0,0.959,6.714,1.918,2.877,0.959,1.918,0.0,4.644,1.918,1.918,5.755,3.6,4.538,4.948,1.918,3.873,2.877,2.877,3.837,4.521,0.959
Positive_379,1,0.8,2.201,1.734,3.068,4.402,1.534,1.867,5.496,2.201,2.668,3.202,5.101,5.022,5.069,4.469,4.999,2.868,2.201,5.069,4.892,1.267
Negative_668,0,1.247,3.396,1.767,2.01,2.425,1.04,0.866,4.943,1.767,2.98,4.158,4.925,5.178,4.767,3.915,4.828,2.876,2.841,7.103,4.933,1.005
Positive_451,1,1.66,2.987,3.983,2.821,4.149,1.494,2.821,4.087,2.323,1.825,5.809,4.805,4.551,4.439,3.485,4.783,3.319,2.655,4.813,4.395,1.825
Positive_1013,1,0.312,3.23,2.084,2.709,3.542,2.709,1.771,5.025,3.021,2.396,3.542,5.085,4.931,5.004,2.5,4.836,3.021,1.563,3.542,4.725,1.459
Positive_994,1,1.466,2.639,2.639,1.173,4.986,0.293,2.639,4.08,1.466,3.813,4.106,4.775,4.807,4.218,6.453,5.07,3.226,2.933,4.986,4.839,1.173
Positive_45,1,0.424,4.025,1.483,2.542,0.848,1.695,1.271,5.412,2.542,3.601,3.178,4.825,5.043,4.916,2.118,5.425,3.39,1.271,4.661,4.617,1.483
Positive_782,1,0.852,2.292,3.078,2.358,3.144,1.506,2.555,4.787,3.078,2.751,3.013,4.836,5.105,4.771,4.061,4.983,2.947,1.506,6.419,4.88,1.703
Negative_975,0,0.204,3.872,0.407,2.038,1.834,0.407,0.407,5.72,0.611,5.095,2.038,4.86,4.618,4.243,7.54,5.232,1.834,4.075,5.095,5.064,0.407
Negative_724,0,0.842,4.958,1.684,2.807,1.778,1.404,1.216,4.747,1.778,2.994,4.21,4.901,4.65,4.472,2.058,4.718,3.742,2.807,5.613,4.946,1.123
Negative_374,0,2.073,3.283,1.555,1.728,1.037,0.864,1.382,4.224,2.592,1.209,5.184,4.261,3.991,4.29,1.209,4.296,3.455,1.555,12.095,4.316,0.691
Positive_158,1,1.303,2.605,3.473,3.473,2.605,1.52,2.171,4.648,2.171,1.737,2.171,4.922,5.128,4.84,3.257,4.856,3.039,1.954,6.513,4.801,1.303
Negative_1204,0,1.546,2.77,1.933,1.224,1.546,1.675,0.966,4.822,2.061,3.672,3.607,4.659,5.056,4.711,2.899,5.048,3.929,2.77,8.116,4.752,0.966
Positive_1028,1,0.319,3.188,1.913,3.507,3.188,2.338,2.338,4.895,3.826,2.55,2.232,5.029,4.942,5.164,2.657,5.333,3.082,2.444,3.401,4.917,1.063
Positive_16,1,1.073,1.073,6.436,1.073,1.073,0.0,3.218,3.213,7.509,1.073,10.727,3.943,3.671,3.151,0.0,3.259,3.218,4.291,9.654,3.681,2.146
Positive_297,1,0.109,2.723,2.887,2.778,3.214,1.743,1.743,5.07,1.307,2.451,2.124,4.969,5.1,5.072,4.358,4.817,3.105,2.124,5.773,4.779,1.362
Positive_261,1,0.71,0.355,3.547,1.419,2.128,1.064,3.547,5.09,0.0,1.774,2.838,4.745,4.991,4.826,3.547,4.707,1.419,5.676,7.804,4.908,0.71
Negative_1269,0,1.03,7.383,0.687,2.232,0.343,0.858,0.687,4.524,1.03,2.575,2.918,4.596,4.565,4.692,1.545,4.488,2.404,3.09,7.383,4.266,1.202
Negative_969,0,1.699,3.497,1.948,2.498,2.848,1.249,1.749,4.874,2.199,3.647,2.848,5.106,5.144,5.124,3.198,5.034,2.898,2.748,4.247,4.841,1.099
Negative_1318,0,3.326,4.711,0.831,1.385,1.109,0.0,0.831,4.745,0.831,4.711,4.157,4.392,5.117,5.367,1.385,4.705,3.603,1.94,2.771,4.602,1.663
Positive_114,1,1.11,2.636,2.96,1.85,2.173,1.434,2.22,4.801,2.22,2.867,3.931,4.672,4.836,4.585,3.607,4.846,3.977,1.387,5.411,4.688,1.896
Negative_1267,0,1.05,3.677,2.626,1.838,2.889,0.525,1.313,5.295,1.838,3.94,3.152,4.758,4.94,4.731,2.889,5.27,6.041,2.101,4.728,5.3,0.525
Negative_345,0,1.137,2.273,0.284,1.847,0.71,1.137,0.284,5.025,0.852,6.535,4.404,6.056,5.444,4.956,4.262,5.097,2.273,2.273,6.251,5.493,0.568
Positive_935,1,0.442,1.88,2.986,2.544,1.548,2.323,1.77,4.66,2.102,3.54,3.982,4.955,5.105,5.3,2.102,5.025,3.871,1.659,4.978,4.9,1.659
Positive_103,1,1.14,1.939,2.851,2.509,1.711,1.482,2.738,5.113,2.509,2.623,3.536,4.943,4.941,4.99,4.22,4.797,3.536,2.395,4.106,4.807,1.939
Positive_932,1,0.537,2.146,3.112,3.004,2.897,2.897,2.253,4.489,2.253,2.897,4.078,4.728,4.997,5.168,2.039,4.992,4.078,1.395,4.829,4.733,1.931
Negative_484,0,0.67,6.473,1.488,2.307,3.572,0.223,1.563,4.631,1.19,3.423,7.366,4.524,4.824,4.439,3.274,4.313,2.679,1.711,4.762,4.556,0.744
Positive_590,1,0.573,2.195,2.481,2.673,2.577,1.622,2.577,5.081,2.1,2.481,1.813,5.086,4.822,4.977,3.532,4.837,4.295,1.241,4.39,5.116,1.718
Negative_3,0,1.031,5.155,1.031,1.031,0.0,0.0,0.0,5.651,0.0,7.217,5.155,5.176,5.979,6.991,3.093,6.719,1.031,2.062,1.031,5.59,2.062
Positive_201,1,1.248,2.496,4.279,1.694,2.05,2.674,2.05,4.68,3.922,1.605,4.012,4.84,4.48,4.485,1.515,4.936,4.1,1.605,5.26,4.739,1.872
Positive_66,1,1.361,3.153,2.58,2.293,2.58,1.935,1.146,5.28,2.15,2.58,2.867,5.107,5.067,4.866,3.727,4.969,3.727,1.72,3.799,4.903,1.075
Negative_697,0,2.268,4.913,3.401,2.268,4.535,1.512,2.268,3.8,2.268,0.378,6.046,4.111,4.348,4.471,2.268,4.265,6.046,4.157,4.913,4.582,0.756
Negative_712,0,0.899,3.146,0.899,2.472,1.123,1.348,0.674,5.305,1.798,3.146,3.595,5.315,5.036,4.459,3.82,5.006,4.718,2.472,5.617,5.168,0.674
Negative_287,0,1.018,5.768,0.678,1.357,0.339,0.0,0.0,4.26,1.357,3.054,3.393,4.145,4.562,4.66,1.696,4.708,2.375,3.393,12.892,4.165,1.357
Positive_668,1,0.936,3.51,2.34,1.404,5.615,1.404,1.638,4.702,3.744,2.106,3.276,4.932,5.342,5.215,3.978,5.056,4.679,1.17,5.147,4.817,0.234
Positive_916,1,0.713,2.853,4.178,2.65,1.835,1.325,2.344,4.997,3.974,2.955,4.28,5.117,4.611,4.648,4.178,4.799,3.771,1.528,4.28,4.757,1.427
Negative_1177,0,1.296,5.74,1.296,2.962,2.037,0.555,1.851,4.62,0.74,4.258,7.591,4.854,4.972,4.121,2.777,5.042,2.407,1.111,4.073,4.712,1.111
Negative_669,0,1.961,7.133,0.535,2.318,1.427,1.248,0.891,4.517,1.07,4.279,3.923,4.933,5.126,4.808,2.853,4.944,1.605,0.357,4.815,4.551,0.535
Negative_1041,0,4.015,3.346,3.346,6.023,3.346,2.677,2.008,4.538,3.346,0.0,3.346,4.373,4.376,3.978,6.692,4.5,4.684,1.338,2.008,4.439,0.669
Positive_599,1,0.776,1.357,3.102,2.715,2.327,1.357,1.939,4.966,2.327,2.327,3.878,5.072,5.105,5.217,2.908,4.625,3.878,0.969,4.266,5.05,1.939
Negative_339,0,3.753,2.681,3.217,1.608,4.289,2.681,4.289,4.361,0.536,2.145,6.97,4.29,4.607,4.49,2.681,4.728,2.145,2.145,4.826,4.733,2.681
Negative_670,0,0.905,4.581,1.527,2.517,3.93,0.594,1.866,4.575,1.046,3.195,7.748,4.734,4.691,4.578,4.327,4.623,2.545,2.856,4.638,4.694,0.933
Positive_506,1,0.732,1.83,3.783,2.563,2.685,1.709,2.075,4.563,2.196,2.685,4.027,4.966,5.061,5.115,4.637,5.108,3.783,1.709,5.003,4.819,1.464
Positive_429,1,0.776,1.551,3.102,2.585,2.068,1.293,1.68,4.862,1.68,2.197,4.137,4.988,4.836,4.731,3.232,4.634,4.007,1.422,3.49,4.618,2.197
Positive_32,1,0.978,2.934,2.934,1.467,3.748,0.652,1.141,4.985,1.63,1.304,3.422,4.557,4.504,4.693,3.26,4.672,4.889,1.956,5.541,4.52,1.304
Positive_942,1,0.842,2.405,3.127,2.886,1.563,2.165,1.684,4.818,2.765,2.165,4.93,4.743,4.6,4.762,2.646,4.804,4.81,3.006,6.734,4.505,0.962
Positive_1177,1,1.359,3.203,3.008,1.941,2.814,1.941,1.941,5.162,1.747,3.008,3.299,5.129,4.979,4.918,3.688,4.806,3.882,2.426,4.173,4.756,1.359
Positive_395,1,0.913,2.302,3.651,3.135,3.294,1.746,1.865,5.344,1.905,2.341,2.421,4.95,5.186,4.947,3.889,5.01,3.095,1.627,4.643,5.063,1.468
Negative_171,0,1.703,2.082,2.461,3.406,1.325,0.189,1.893,4.799,0.946,3.028,2.839,5.152,5.307,4.924,3.028,4.999,3.596,3.596,5.299,4.351,0.946
Positive_724,1,1.136,2.415,4.687,1.705,2.841,1.989,1.989,4.178,2.415,1.846,3.977,4.705,4.389,4.695,3.125,4.892,5.113,1.562,6.533,4.741,1.136
Negative_652,0,2.338,3.974,3.624,3.39,2.806,1.403,3.857,3.83,1.753,1.285,7.247,3.896,3.812,4.004,2.806,4.216,2.806,1.987,4.208,4.085,0.935
Negative_860,0,0.944,5.171,1.799,2.518,1.754,2.338,2.608,4.421,1.888,2.068,7.014,4.45,4.413,4.196,1.933,4.282,3.552,3.552,5.711,4.396,1.214
Negative_128,0,0.0,4.333,0.577,2.311,1.155,0.577,0.577,5.136,1.733,4.622,7.798,5.381,5.52,4.838,3.755,5.418,0.867,3.177,2.022,4.595,1.155
Positive_284,1,0.321,1.283,4.169,3.688,4.009,1.443,1.603,5.08,2.566,1.764,2.085,4.898,5.065,4.698,3.528,5.284,3.528,1.283,2.245,5.095,1.283
Positive_893,1,0.0,2.311,1.981,0.991,5.283,0.661,0.661,5.831,1.981,4.623,0.661,5.259,5.418,5.953,2.311,5.304,3.632,1.651,3.302,5.553,1.981
Negative_649,0,1.216,4.136,2.068,1.216,0.608,1.825,1.095,4.771,2.068,4.744,3.893,4.899,5.22,4.646,1.703,4.984,4.136,0.608,7.056,5.014,1.095
Negative_701,0,0.836,4.139,1.463,2.299,1.17,1.087,1.589,4.599,1.338,3.261,4.181,4.991,4.734,4.898,3.512,4.768,4.014,2.257,6.021,4.833,0.502
Negative_716,0,0.507,5.572,0.0,1.52,4.559,1.52,2.026,4.653,2.026,3.039,6.078,3.66,5.036,5.077,3.039,4.152,1.52,4.052,5.572,4.694,1.52
Positive_83,1,2.028,3.621,3.187,2.028,1.738,1.738,1.448,4.327,2.608,3.332,3.911,4.613,4.869,4.462,1.159,4.917,5.07,0.579,5.794,4.844,1.738
Negative_322,0,0.939,4.071,0.939,2.192,2.192,2.192,0.783,4.974,1.566,3.601,3.914,5.147,4.966,4.999,2.348,4.77,3.131,1.096,5.793,4.399,2.192
Positive_503,1,0.978,2.323,2.323,2.813,3.057,2.018,2.018,5.056,2.874,2.69,3.73,4.958,5.022,4.786,2.996,4.969,2.935,1.712,6.237,4.871,1.406
Negative_706,0,0.337,2.814,2.026,2.364,1.914,1.013,1.463,4.187,0.675,1.914,3.94,4.507,4.51,4.456,3.94,4.552,5.741,4.615,3.715,4.252,1.463
Negative_924,0,1.391,4.554,0.759,1.771,1.771,0.633,0.506,4.591,1.518,4.174,2.403,5.002,4.609,5.083,2.15,4.943,3.922,2.91,6.705,4.915,0.759
Negative_442,0,3.147,3.596,1.049,3.296,0.749,1.349,1.199,4.872,0.749,4.045,3.296,4.898,4.973,4.422,2.547,5.366,1.349,1.499,5.693,4.769,0.899
Positive_802,1,0.944,2.686,3.339,2.468,2.976,1.742,1.96,4.753,2.468,2.831,2.395,5.129,4.951,4.918,3.629,5.117,3.411,3.267,4.5,5.18,1.524
Positive_242,1,1.025,3.303,3.531,3.075,2.734,1.823,1.823,5.567,2.05,3.417,2.506,5.124,5.273,5.131,2.734,5.348,2.734,1.367,2.848,4.9,1.367
Positive_1163,1,0.0,3.054,2.763,1.745,1.454,1.163,0.291,5.612,1.163,4.8,0.873,5.089,5.511,5.214,5.236,5.193,2.618,1.018,7.563,5.514,0.727
Negative_340,0,1.884,5.339,3.768,1.256,4.711,1.256,3.768,4.428,1.884,1.884,4.396,4.609,4.233,4.086,3.454,4.264,3.14,2.826,5.025,3.94,2.198
Negative_1279,0,2.599,2.599,3.639,2.599,5.198,0.52,1.559,5.353,1.559,3.639,1.559,5.28,5.294,4.972,5.718,4.39,0.0,1.559,3.639,5.206,3.639
Positive_178,1,1.555,2.074,2.419,1.555,3.283,2.246,1.555,4.991,3.283,2.074,3.974,5.032,5.084,4.795,1.728,4.785,3.283,2.246,5.529,4.689,1.901
Positive_528,1,0.663,4.098,1.627,2.712,1.627,1.025,1.627,4.817,1.447,3.194,5.304,4.838,4.643,4.445,4.641,4.769,2.712,2.893,5.424,4.699,1.687
Negative_940,0,1.417,2.519,3.306,3.936,2.991,1.102,1.889,5.612,1.889,3.778,3.936,5.164,4.96,5.089,2.047,4.913,2.991,1.732,3.621,4.868,1.575
Positive_600,1,1.157,1.388,4.166,2.777,2.545,0.926,2.083,4.3,1.851,1.388,2.777,4.534,4.961,4.746,3.471,4.665,4.86,1.851,5.323,4.188,0.926
Positive_830,1,0.161,1.775,3.549,2.178,4.355,1.855,2.581,5.451,1.048,3.387,3.307,4.999,5.075,4.962,3.226,5.235,4.275,1.21,3.952,5.048,1.048
Negative_1213,0,2.318,2.318,2.833,1.288,0.772,2.06,0.772,4.564,3.606,2.06,3.606,5.07,4.864,4.368,3.09,4.62,5.666,2.06,7.468,4.529,0.515
Negative_264,0,6.148,5.5,0.97,0.97,0.97,0.647,0.0,4.073,1.294,1.941,5.177,3.95,4.223,4.111,1.618,4.334,4.853,3.883,6.148,4.023,2.265
Negative_1156,0,3.889,5.186,0.648,2.593,3.889,0.0,0.648,5.261,1.296,3.241,4.538,4.278,5.423,5.064,3.889,4.719,1.296,1.296,3.241,5.531,0.648
Negative_852,0,1.219,2.439,1.463,0.609,1.707,1.951,0.853,4.657,3.658,2.683,4.389,4.67,4.575,4.643,2.195,5.088,4.756,2.073,6.706,4.815,1.707
Positive_1100,1,0.0,2.6,2.752,2.6,3.517,2.829,3.364,5.306,1.835,3.058,1.911,4.88,5.236,4.835,2.905,5.079,3.058,1.682,4.74,5.097,0.764
Negative_471,0,1.419,2.614,2.39,2.315,2.39,1.792,2.614,4.528,2.166,2.838,6.721,4.452,4.804,4.392,3.137,4.296,3.51,1.942,5.825,4.649,0.971
Negative_94,0,1.6,4.385,1.363,2.193,2.371,1.956,1.185,4.651,1.659,2.43,4.8,4.61,4.716,4.485,3.259,4.681,2.371,4.208,5.156,4.376,1.304
Positive_955,1,1.324,2.647,2.978,4.137,2.813,1.407,1.241,5.339,2.399,3.309,2.896,5.131,4.991,5.204,3.558,4.82,2.482,2.068,4.633,5.011,1.241
Positive_728,1,1.33,1.647,2.787,2.09,2.344,1.457,3.484,4.86,3.674,1.964,5.131,4.486,4.794,5.025,3.167,4.526,3.167,2.661,8.235,4.645,1.014
Negative_258,0,0.469,4.218,1.875,1.875,5.155,4.218,0.937,4.923,2.343,0.937,3.28,4.392,4.611,4.429,1.406,4.723,3.28,2.812,4.687,4.918,1.875
Positive_586,1,0.266,1.727,3.72,3.189,4.65,3.587,3.189,5.47,2.79,1.86,1.461,5.234,5.434,5.007,3.587,5.078,3.056,1.727,3.321,4.785,0.93
Positive_549,1,0.381,3.522,2.284,3.427,2.856,1.999,3.141,5.074,3.046,2.76,2.38,4.936,4.896,4.883,2.38,5.262,3.522,2.475,2.856,4.748,0.952
Positive_1070,1,0.602,2.735,2.024,3.775,3.173,1.423,1.915,4.727,1.751,1.915,3.283,4.804,4.775,4.518,3.502,4.912,3.283,2.243,6.019,4.518,1.204
Negative_380,0,1.174,2.87,0.587,1.892,1.239,0.783,0.783,5.092,0.457,4.371,3.588,4.972,5.369,5.251,3.588,5.129,3.327,3.588,7.175,4.385,0.391
Positive_1035,1,0.828,3.036,2.577,2.208,3.405,2.3,1.748,5.261,1.932,2.392,3.221,4.936,5.124,5.214,3.865,5.029,2.852,1.748,3.957,4.981,1.288
Negative_659,0,2.429,2.776,3.644,1.041,0.521,2.255,1.041,4.199,3.297,2.602,4.511,4.637,4.305,4.537,1.215,4.453,4.858,1.388,7.287,4.232,0.868
Negative_1280,0,0.923,2.636,3.295,1.054,2.636,1.581,1.581,5.392,3.295,2.9,3.954,4.87,5.007,4.953,1.845,5.112,3.031,1.581,3.954,5.27,1.318
Negative_870,0,1.731,3.029,1.731,0.866,6.059,2.596,0.866,5.284,0.433,4.761,3.462,5.058,5.075,5.303,3.029,5.565,2.596,0.866,6.059,4.463,1.731
Negative_799,0,1.103,4.034,1.18,2.473,1.256,0.761,1.674,4.832,1.826,3.311,3.044,5.015,4.972,4.946,3.463,4.814,3.996,2.017,5.632,4.804,0.951
Negative_1025,0,3.132,5.817,1.342,1.79,2.014,1.119,1.119,5.035,0.224,4.698,1.79,4.666,5.21,4.929,3.356,5.604,1.79,2.685,5.146,5.441,0.224
Negative_936,0,2.751,0.0,3.209,2.292,2.292,2.292,4.127,4.989,1.834,1.375,2.751,5.678,4.752,4.563,4.127,4.165,5.961,1.375,2.292,4.399,0.917
Negative_475,0,4.156,2.078,1.663,0.831,1.247,1.663,0.831,4.367,1.247,3.741,5.403,4.614,5.091,4.657,2.494,4.3,5.819,3.741,4.572,4.847,1.247
Positive_812,1,1.167,3.712,2.864,2.652,2.334,1.909,2.228,4.627,2.864,2.758,4.455,4.522,4.588,4.45,1.803,4.844,4.561,1.485,5.728,4.635,1.591
Positive_361,1,1.048,2.478,4.098,2.382,4.193,2.097,3.336,4.467,2.478,1.239,4.86,4.613,4.7,4.78,4.002,4.918,4.098,2.192,4.098,4.624,0.572
Negative_376,0,1.064,3.801,2.736,1.824,3.497,2.128,2.128,4.548,1.52,2.736,3.953,4.795,4.813,4.698,3.041,4.916,3.345,1.824,4.713,4.603,1.064
Positive_1031,1,1.144,0.0,1.716,4.004,4.576,0.572,1.716,5.117,4.004,0.572,2.288,4.662,4.975,4.917,9.151,4.994,4.004,1.716,4.576,5.104,2.86
Positive_287,1,0.486,3.525,1.337,2.431,1.823,1.215,1.337,5.035,2.795,3.038,3.038,5.41,4.854,5.055,3.768,5.204,4.497,1.823,3.889,5.016,1.215
Negative_1164,0,2.093,2.533,2.203,3.965,3.415,1.542,1.983,4.616,1.211,2.313,7.269,4.572,4.483,4.137,6.168,4.729,3.415,2.974,3.965,4.64,0.881
Negative_776,0,2.955,4.519,3.998,2.26,1.738,1.391,2.086,4.837,2.955,3.129,2.781,4.842,4.809,4.912,2.781,4.884,2.955,2.781,3.65,4.468,1.217
Positive_553,1,0.778,2.162,2.595,2.854,3.2,1.557,2.076,5.022,1.643,2.422,3.373,5.04,5.212,4.725,3.2,4.782,4.497,1.729,4.929,4.938,0.865
Positive_713,1,0.539,2.047,2.586,3.88,3.987,3.018,2.694,5.199,1.185,2.91,3.018,5.256,5.219,5.028,4.419,4.854,2.694,2.586,4.203,4.851,1.724
Positive_71,1,2.624,2.187,1.968,3.28,2.624,0.875,1.421,5.071,1.64,3.062,3.936,4.983,4.965,4.879,3.718,4.92,3.171,1.64,5.358,5.038,0.875
Negative_876,0,0.0,4.605,2.047,3.071,1.535,1.535,2.047,4.776,2.559,5.629,5.118,4.54,5.549,5.29,0.512,5.297,2.559,2.047,3.582,5.33,1.535
Negative_65,0,1.418,3.546,2.128,0.709,2.837,0.709,0.0,5.955,2.128,6.383,2.837,4.981,5.118,4.631,2.128,5.346,4.964,1.418,2.837,6.237,1.418
Positive_915,1,0.774,3.386,2.903,2.516,0.871,1.548,1.258,4.791,3.773,3.58,3.58,5.169,4.438,4.617,3.773,5.198,3.386,2.322,5.128,5.085,0.871
Positive_892,1,0.166,2.646,1.489,1.489,2.151,1.158,2.977,4.841,1.323,4.135,3.97,4.979,4.984,4.712,1.654,4.694,4.135,1.985,6.616,5.005,1.489
Negative_377,0,0.87,3.914,2.174,4.784,3.044,0.435,0.435,5.255,3.044,3.044,3.479,5.532,4.462,4.721,3.914,4.57,2.609,3.044,4.349,5.137,1.304
Negative_747,0,2.62,3.975,2.002,2.944,2.032,1.59,1.973,4.672,1.531,2.473,4.21,4.717,4.812,4.601,3.828,4.712,3.503,2.267,4.682,4.783,0.677
Negative_628,0,0.308,5.54,1.539,5.232,3.693,0.308,3.077,4.304,1.846,1.539,4.001,4.151,4.071,4.196,3.693,4.541,4.001,0.924,4.309,4.267,0.924
Negative_424,0,1.595,5.695,1.139,1.595,1.139,0.684,0.911,4.84,1.367,3.417,4.329,4.484,4.719,4.371,2.734,4.864,3.189,3.873,10.024,4.645,0.684
Negative_599,0,1.746,3.492,2.328,2.473,1.819,2.182,1.891,4.805,2.182,2.91,3.419,4.601,4.792,4.771,2.546,4.939,2.546,2.473,6.183,4.774,1.164
Positive_394,1,0.574,2.297,3.733,3.589,2.584,1.149,2.441,4.79,1.723,1.866,3.015,4.905,5.098,4.855,3.015,4.696,4.738,2.154,5.025,5.015,0.861
Positive_181,1,0.9,3.648,2.558,2.748,1.8,1.99,1.753,4.671,1.564,2.701,4.359,4.936,4.74,4.847,4.453,4.682,4.359,2.037,5.922,4.834,1.232
Negative_487,0,2.56,3.151,1.379,2.462,3.447,1.576,2.265,4.693,1.97,3.053,3.447,4.8,4.447,4.765,2.462,4.543,2.364,2.265,3.644,4.888,0.985
Negative_727,0,1.64,2.983,3.281,1.044,2.088,2.237,1.79,4.59,3.281,1.79,5.071,4.571,4.443,4.636,1.64,4.763,5.667,1.938,4.176,4.744,1.64
Positive_151,1,0.88,2.131,3.336,1.992,2.549,1.483,2.271,4.801,2.502,2.41,4.217,4.644,4.708,4.679,3.197,4.681,3.892,1.437,5.839,4.58,2.085
Positive_1072,1,1.512,2.419,3.679,2.721,2.419,1.512,1.714,4.883,2.469,2.571,2.873,4.809,4.823,4.731,3.024,4.705,3.83,2.318,5.09,4.718,1.31
Negative_550,0,1.281,3.074,0.897,2.241,1.089,0.704,0.704,5.036,2.177,3.778,4.803,4.873,5.028,4.762,2.882,5.127,3.522,2.818,8.773,4.729,0.704
Positive_573,1,0.594,2.021,2.14,2.258,1.426,1.902,0.475,5.582,1.426,4.517,2.258,5.203,4.98,5.292,4.041,5.521,3.328,1.783,5.467,5.222,0.713
Negative_1205,0,0.661,5.285,0.0,0.0,0.661,1.321,1.321,5.206,3.303,7.267,1.321,5.541,5.408,4.716,0.661,5.532,2.643,1.982,7.267,5.372,1.321
Positive_1078,1,1.104,3.905,2.123,2.038,2.123,2.292,1.613,5.172,3.311,2.801,2.801,4.785,4.717,4.961,3.056,4.907,2.717,2.292,6.282,4.917,1.528
Negative_511,0,1.724,5.82,1.509,1.078,1.94,1.078,1.509,4.282,0.216,2.802,7.976,4.003,4.337,3.957,2.802,4.391,3.018,1.509,5.82,4.331,1.078
Negative_359,0,1.507,6.029,1.055,1.507,2.11,2.11,2.412,4.371,1.507,2.713,8.14,4.439,4.034,4.191,3.165,4.388,2.864,2.713,3.316,4.425,1.507
Negative_844,0,1.099,14.655,1.099,2.199,2.931,1.832,0.366,4.955,1.099,3.297,2.199,4.285,4.722,4.075,1.099,4.395,1.466,1.832,1.099,3.408,8.06
Positive_1108,1,0.832,2.704,2.6,2.6,3.328,1.456,1.56,4.645,3.015,2.6,4.575,4.853,5.022,4.827,2.912,4.858,3.12,2.6,5.407,4.478,2.08
Negative_1191,0,8.052,0.0,0.0,1.007,0.0,10.065,1.007,4.401,2.013,1.51,3.523,4.349,5.554,6.073,0.0,4.181,0.503,0.0,2.516,3.898,0.503
Positive_61,1,2.844,2.625,1.86,2.297,2.078,1.313,1.422,5.057,1.531,3.391,3.391,4.907,4.869,4.629,3.282,4.818,3.501,2.516,5.142,4.945,0.657
Positive_547,1,0.32,2.882,2.669,2.989,3.523,2.455,2.989,4.899,4.056,2.242,3.096,5.0,5.198,4.909,2.242,4.967,2.455,1.495,4.27,4.844,1.281
Negative_963,0,2.147,3.489,2.415,1.611,0.268,0.805,0.805,4.647,1.342,4.294,3.758,4.755,5.144,4.66,1.611,4.973,3.489,3.758,6.979,4.634,0.537
Negative_772,0,2.541,1.976,4.8,1.976,2.258,2.541,0.565,4.934,1.976,2.541,5.364,4.7,4.39,4.443,3.106,4.541,3.106,2.258,6.776,4.599,1.412
Negative_440,0,1.893,2.84,2.209,4.418,1.578,0.631,2.209,4.876,1.262,2.524,2.84,4.9,4.97,4.244,4.734,4.697,4.103,2.524,6.943,5.012,0.947
Positive_1145,1,0.467,1.868,4.359,1.712,3.581,2.024,1.401,5.25,1.401,1.868,3.269,5.027,4.82,4.845,3.269,4.955,4.359,1.557,4.204,4.976,0.934
Negative_1220,0,2.242,3.437,1.644,2.989,3.139,1.495,0.598,5.334,1.794,4.334,2.84,5.734,4.962,5.253,4.334,4.964,1.644,1.943,2.391,4.928,0.747
Positive_104,1,1.263,2.335,3.292,2.564,3.866,1.914,2.22,4.932,1.875,2.602,4.899,4.85,4.78,4.765,3.215,4.885,2.832,1.493,4.708,4.742,1.225
Positive_833,1,0.948,3.793,1.738,2.844,3.161,1.422,1.896,5.012,2.528,2.687,3.635,4.947,5.137,5.072,2.844,4.834,3.635,1.738,5.215,4.867,0.948
Negative_620,0,1.189,4.216,1.946,2.432,2.216,1.892,2.432,4.666,1.459,3.351,3.783,4.831,4.658,5.105,2.54,4.674,4.431,2.702,4.756,4.785,0.649
Negative_703,0,2.339,2.984,4.597,2.016,3.065,0.806,2.178,4.555,3.065,1.693,4.032,4.563,4.48,4.488,1.936,4.341,4.436,1.936,6.694,4.332,1.048
Negative_828,0,1.368,3.421,2.301,1.741,2.426,0.933,1.368,4.901,1.741,3.607,3.545,4.826,5.214,4.616,4.042,4.824,3.359,2.799,5.535,4.762,1.244
