id,label,APAAC5,APAAC10,APAAC12,APAAC19,APAAC15,APAAC4,APAAC14,APAAC16,APAAC3,APAAC6,APAAC20,APAAC13,APAAC7,APAAC2,APAAC11,APAAC18,APAAC23,APAAC9,APAAC29,APAAC39,APAAC1,APAAC24,APAAC8,APAAC34,APAAC17,APAAC28,APAAC40,APAAC32
Positive_65,1,2.077,2.932,5.253,2.565,6.841,4.031,2.688,5.986,2.81,5.864,3.91,1.466,3.176,1.588,6.841,1.71,3.685,2.321,0.532,1.71,4.398,3.381,4.398,-0.646,5.131,1.026,2.736,0.304
Negative_317,0,1.76,8.097,3.52,3.873,4.928,6.336,3.52,8.097,2.816,4.576,10.913,1.056,4.224,4.928,5.633,0.352,-1.487,1.76,3.532,-1.58,3.168,0.325,8.097,2.695,5.281,-3.392,-2.742,1.719
Positive_304,1,1.16,4.175,4.639,2.32,2.552,6.031,3.48,8.352,3.016,6.96,6.728,3.48,5.567,6.96,13.455,2.32,-3.821,2.552,-0.215,-2.637,10.208,-2.422,7.888,5.705,5.8,2.045,-1.453,-1.238
Negative_20,0,2.233,2.233,1.117,0.558,8.374,0.558,2.233,5.582,2.791,1.674,5.024,2.791,3.35,2.791,7.815,2.233,-3.107,0.558,5.539,1.857,6.14,1.182,3.35,0.068,6.14,1.283,1.385,3.276
Positive_782,1,0.963,3.482,3.556,1.704,2.593,2.667,3.482,3.408,2.89,4.594,3.334,1.926,1.704,3.112,7.261,0.815,2.488,1.26,1.727,0.0,4.075,0.702,2.371,3.102,3.334,3.395,1.639,-1.317
Positive_618,1,1.374,5.496,6.961,2.564,5.496,4.122,3.572,7.236,4.122,6.686,4.213,2.564,3.206,4.213,9.251,0.641,-1.7,1.557,-2.592,0.637,4.03,0.51,2.656,3.655,5.038,3.145,2.167,0.127
Positive_1114,1,1.436,2.394,4.214,1.436,2.203,3.735,1.053,2.107,1.628,4.022,2.682,0.862,1.149,2.394,2.777,0.383,-0.32,1.053,1.19,1.167,3.544,2.724,4.022,4.532,2.682,6.02,4.303,3.388
Positive_357,1,0.992,3.051,1.602,1.831,2.212,1.755,3.356,3.661,1.373,1.602,4.424,0.992,1.144,1.526,5.492,1.297,3.192,0.915,2.625,3.074,3.661,1.04,3.89,0.969,2.517,1.773,0.922,1.844
Positive_639,1,1.887,6.385,7.547,4.934,5.225,7.111,6.095,4.498,6.82,6.53,8.417,2.176,3.193,4.789,8.707,2.032,-3.529,3.338,-2.941,0.856,5.225,-4.064,7.401,1.551,4.644,2.888,1.39,-4.439
Positive_365,1,2.22,3.454,4.687,3.454,6.415,2.961,5.674,6.908,3.7,5.921,6.415,1.727,2.467,8.141,11.349,1.974,-4.289,4.934,1.615,-0.05,5.428,-3.027,7.895,0.151,5.181,0.151,0.605,-0.101
Positive_1010,1,1.267,5.01,3.524,4.956,6.497,6.222,5.121,7.378,6.057,4.956,7.048,2.037,3.855,4.68,8.92,2.533,1.892,2.368,-0.409,-1.022,5.286,0.051,7.268,0.971,7.268,0.716,0.204,-1.074
Negative_1032,0,0.124,0.87,1.492,0.622,7.21,1.367,1.492,2.113,1.492,2.735,3.605,0.248,2.61,4.972,0.622,0.248,3.62,0.248,3.778,3.009,4.848,2.851,5.47,1.878,2.859,1.584,2.353,2.67
Negative_874,0,2.497,5.826,4.439,1.942,2.774,6.381,1.109,9.432,4.439,4.716,7.49,1.109,3.606,2.497,4.716,4.716,-0.849,3.606,-1.027,0.268,6.381,0.313,7.49,1.653,4.161,0.402,-1.697,-1.429
Positive_829,1,0.142,3.847,5.414,2.422,4.844,4.132,2.992,4.417,3.277,5.129,6.411,2.137,2.992,5.272,7.979,0.427,-0.828,1.282,-1.118,-0.414,7.836,-0.911,7.124,-1.242,4.702,1.242,1.366,1.738
Positive_148,1,2.775,5.438,4.328,2.886,3.663,2.22,4.884,6.104,4.328,3.663,3.552,1.776,2.22,3.219,10.544,0.555,0.776,1.221,1.784,0.116,4.995,-0.155,3.441,0.853,5.771,-0.116,-1.164,0.892
Positive_130,1,0.524,1.574,6.297,3.673,2.099,6.822,4.197,4.197,3.149,8.396,3.149,2.624,3.673,5.247,14.168,0.524,-8.907,3.673,-1.974,0.964,7.871,-4.132,6.297,9.504,3.673,7.943,-0.735,-0.872
Negative_940,0,2.697,6.294,5.694,2.098,4.795,7.491,3.596,7.491,3.596,3.896,5.694,2.997,3.296,7.192,6.892,0.299,-9.28,0.599,-4.309,1.42,9.29,-5.824,5.095,3.125,5.694,5.256,2.273,2.746
Positive_633,1,1.764,5.04,6.301,2.773,7.813,3.025,2.269,6.049,2.773,5.292,7.813,2.017,5.797,6.805,10.585,2.521,-1.127,1.764,0.882,2.108,6.553,-1.765,6.301,-1.176,4.788,1.667,-1.225,0.294
Negative_557,0,1.19,1.983,2.644,1.058,1.983,1.454,1.718,2.776,1.322,2.247,4.362,1.983,2.644,3.834,9.651,1.454,2.71,1.851,0.96,4.403,5.156,0.452,4.23,2.032,2.908,1.665,2.089,1.327
Positive_490,1,0.846,4.173,2.763,1.579,1.635,2.82,3.44,3.383,1.748,4.906,4.906,1.072,1.241,2.256,4.455,0.677,1.097,1.184,3.182,1.152,3.722,1.866,4.06,2.277,4.004,3.786,1.619,1.481
Positive_1209,1,0.747,4.736,7.976,2.243,3.739,4.736,2.493,6.979,1.246,4.985,8.474,1.994,4.985,4.237,9.472,0.997,-4.038,2.991,0.942,2.961,7.976,-2.019,4.237,3.006,4.486,3.006,3.813,-3.051
Positive_522,1,0.88,3.695,5.806,2.991,6.51,6.334,5.631,5.103,2.815,5.278,5.278,1.232,1.584,4.047,7.566,1.407,-0.797,2.287,-2.896,2.728,5.103,-0.168,5.631,5.287,4.75,1.175,-0.168,0.546
Negative_123,0,4.625,2.366,3.585,2.366,3.872,3.8,1.793,5.7,3.119,4.015,4.087,0.932,3.227,4.875,3.836,1.434,1.457,2.151,1.075,1.838,3.549,2.463,5.521,1.457,4.518,0.277,2.428,1.145
Positive_444,1,1.062,5.131,5.043,2.831,3.361,3.892,4.246,6.015,3.45,4.688,5.043,2.742,2.831,3.804,8.227,1.415,1.245,1.327,-0.884,3.695,4.953,0.281,5.219,1.968,5.043,-0.482,3.815,0.763
Negative_1013,0,3.865,5.583,9.878,4.294,3.006,7.301,6.442,9.878,6.442,5.154,6.442,1.288,3.436,3.006,9.878,1.718,4.167,1.718,-7.323,0.505,9.019,5.24,14.602,-3.535,13.313,10.101,2.588,1.831
Positive_353,1,1.411,4.234,3.035,1.764,4.728,3.316,3.67,6.845,3.105,4.304,4.799,2.117,3.246,4.587,9.244,1.693,0.826,2.47,-0.865,1.888,4.375,1.141,4.939,1.849,4.799,0.944,1.574,1.456
Negative_926,0,0.963,1.375,3.599,0.527,8.251,3.782,1.169,6.922,1.146,6.67,3.163,0.894,3.69,2.659,4.813,0.321,-0.439,1.215,0.811,0.338,7.311,1.824,5.524,3.378,3.576,2.466,3.412,2.365
Positive_958,1,1.554,4.631,3.656,1.249,2.285,2.346,3.991,3.9,2.62,3.229,3.473,1.645,2.163,2.315,5.789,0.975,0.246,0.853,0.955,1.883,2.834,-0.273,2.59,1.746,2.468,2.319,1.855,1.91
Positive_492,1,2.474,6.772,8.334,3.777,4.819,3.906,2.995,5.209,4.558,6.12,5.209,2.865,2.474,3.126,9.246,0.912,0.093,1.563,-2.917,-0.324,5.6,0.787,7.293,-0.278,5.34,1.759,-0.231,0.648
Negative_631,0,1.42,2.969,2.065,1.033,2.84,1.807,2.582,4.905,1.549,2.194,4.259,1.162,1.42,2.065,6.325,0.645,3.309,0.387,2.944,1.995,4.776,1.387,2.194,1.898,2.065,3.431,1.119,2.847
Negative_1197,0,4.368,5.596,5.46,1.775,4.64,6.142,5.05,8.326,5.05,6.688,9.964,0.955,5.869,3.958,9.964,3.822,-1.578,3.958,-3.608,5.355,7.507,-1.071,6.688,-2.649,6.961,-3.664,4.059,-5.186
Positive_463,1,2.465,6.5,7.733,1.569,4.818,4.93,4.146,6.836,3.25,7.621,9.414,1.905,4.594,3.81,11.543,0.896,-2.773,2.577,-0.679,-2.037,11.879,-2.603,10.982,-0.453,5.716,-1.415,-2.999,-1.981
Negative_558,0,2.445,0.0,6.112,0.0,12.224,1.223,1.223,8.557,1.223,4.889,2.445,2.445,6.112,4.889,6.112,3.667,6.151,1.223,-2.535,-0.79,6.112,4.946,8.557,1.247,3.667,3.782,-2.078,0.416
Positive_489,1,2.272,5.502,5.98,4.186,7.175,5.98,4.784,8.491,6.1,6.817,7.414,2.751,6.578,6.698,8.969,1.076,1.163,3.468,0.166,-2.436,4.784,1.052,5.621,0.0,6.1,0.775,-0.388,-1.274
Negative_42,0,0.0,4.393,2.196,0.0,21.966,2.196,2.196,8.786,2.196,0.0,4.393,6.589,4.393,6.589,19.769,0.0,-2.113,2.196,-7.253,0.685,8.786,0.114,6.589,0.457,10.982,1.999,2.57,1.542
Negative_1011,0,0.931,4.285,1.118,1.118,0.931,0.931,2.608,2.981,1.118,0.745,3.726,1.118,0.373,0.745,3.353,0.745,6.072,0.373,5.595,3.055,4.471,2.253,4.844,2.062,1.677,1.909,0.592,0.745
Positive_994,1,0.997,1.795,3.391,0.199,1.795,0.798,0.997,2.793,1.795,4.389,2.194,0.798,1.995,2.593,3.391,0.0,5.145,0.997,2.166,0.506,2.793,6.012,0.997,4.026,1.396,2.925,4.098,2.78
Negative_320,0,3.109,3.886,4.663,3.886,6.218,2.332,3.886,4.663,3.886,3.886,2.332,0.777,4.663,5.441,3.109,2.332,4.651,1.555,2.839,4.856,1.555,-0.479,3.109,1.129,3.109,6.84,2.565,-2.531
Negative_67,0,1.799,1.799,0.0,0.0,16.193,0.0,0.0,16.193,1.799,0.0,5.398,1.799,1.799,12.594,16.193,1.799,-7.484,1.799,-7.006,-2.495,10.795,-8.333,5.398,-1.911,10.795,2.229,-3.769,2.017
Negative_815,0,1.486,1.982,1.486,2.807,5.78,2.477,2.642,4.624,1.321,3.303,5.78,2.477,2.973,4.624,9.248,1.816,2.351,1.816,3.906,-0.868,6.276,1.664,6.771,2.495,2.642,0.506,-0.398,-2.64
Positive_50,1,3.363,4.324,4.643,2.241,3.683,4.643,2.722,5.764,3.683,4.163,6.405,2.241,3.683,4.163,8.487,1.441,-0.122,1.922,3.708,-3.178,3.522,-2.852,5.604,-0.407,4.804,1.589,-1.426,-0.611
Negative_1039,0,3.127,4.035,5.649,3.026,4.943,4.843,3.732,9.785,4.54,4.843,4.943,1.513,4.439,5.649,6.658,1.009,-2.593,2.723,0.591,-1.365,5.044,-2.229,5.044,-1.046,5.448,0.136,1.001,1.501
Positive_1182,1,1.457,5.245,3.787,4.662,5.536,4.662,3.205,5.536,2.914,7.284,7.576,2.914,5.245,5.536,10.198,2.914,-1.192,4.079,-0.596,-2.832,4.953,-4.868,6.41,0.894,5.245,-0.397,-2.931,-6.458
Negative_19,0,3.151,3.151,1.05,0.0,4.202,1.05,3.151,9.454,0.0,1.05,3.151,1.05,3.151,1.05,12.605,2.101,2.898,2.101,1.172,2.312,4.202,1.107,5.252,-3.647,4.202,3.452,-2.768,-2.898
Positive_345,1,1.512,7.562,8.319,4.537,2.647,6.05,7.184,5.294,2.268,2.647,9.831,3.025,4.915,6.806,7.562,1.891,-9.746,1.135,-4.451,-12.676,12.099,-6.986,11.722,-0.845,5.672,8.0,-6.704,-9.127
Positive_589,1,3.029,3.919,5.879,3.207,4.275,3.029,3.384,5.523,3.384,8.016,4.275,4.098,5.7,4.454,8.195,0.534,-1.212,2.316,2.381,-0.043,3.919,-2.727,4.632,2.338,4.81,2.727,1.515,-1.212
Negative_215,0,0.776,0.194,1.358,0.194,6.597,1.94,0.388,4.851,0.97,2.911,2.135,0.388,0.582,9.508,5.239,0.776,1.603,1.552,1.717,-1.803,8.149,3.034,7.373,3.377,1.358,1.66,1.345,3.377
Positive_420,1,2.511,3.14,6.593,3.767,4.395,4.395,3.454,7.535,2.198,6.279,5.337,1.256,3.14,2.826,10.989,0.942,-8.413,0.942,-0.953,3.357,5.024,-5.553,5.024,-0.332,3.14,4.227,4.683,-3.605
Negative_241,0,0.0,2.296,3.062,0.0,3.062,0.766,0.766,2.296,0.0,2.296,5.358,0.766,1.531,3.062,3.827,0.766,-0.193,1.531,1.157,3.215,4.592,2.679,2.296,3.772,4.592,1.972,2.572,3.729
Positive_292,1,0.468,2.338,3.274,2.806,3.274,1.871,2.806,5.612,2.806,4.209,4.209,1.871,2.806,2.806,6.548,0.935,2.775,1.403,2.413,-1.87,3.274,0.664,3.274,4.042,3.742,1.448,-2.805,3.891
Negative_445,0,1.466,2.052,5.571,1.466,7.037,3.665,2.932,4.251,2.052,3.958,3.225,0.88,2.639,6.304,7.623,1.026,-0.184,1.173,2.02,0.624,6.011,3.011,6.597,0.147,3.518,1.469,1.726,0.477
Positive_1053,1,1.683,2.992,5.798,4.302,5.985,3.928,3.928,6.92,3.366,7.856,5.611,2.057,4.302,5.985,9.165,1.683,-1.504,1.683,-1.604,-0.05,8.23,-0.852,8.042,-1.153,6.733,0.401,1.754,0.251
Positive_616,1,2.32,6.298,8.618,2.984,5.636,4.973,6.298,5.966,5.304,7.625,7.625,3.315,4.641,5.636,8.95,0.995,-3.137,5.636,0.952,-4.146,6.298,-0.896,7.293,7.507,5.636,-4.818,-1.457,1.401
Negative_312,0,2.094,4.028,2.256,4.028,3.061,2.578,4.35,6.123,1.128,2.578,4.511,1.933,2.578,2.578,6.445,0.806,1.803,1.289,2.131,3.279,5.478,0.262,3.867,1.803,3.867,1.541,1.115,2.754
Positive_383,1,1.855,3.567,3.567,2.14,1.712,1.427,3.853,3.71,2.14,0.999,4.852,1.712,1.284,1.57,4.994,0.285,3.727,1.57,1.779,1.851,2.14,1.587,1.712,3.366,2.996,2.428,1.467,1.611
Negative_76,0,2.457,4.019,5.806,3.349,6.699,4.019,3.573,6.029,3.349,6.699,6.699,2.903,4.466,4.466,9.602,1.339,-2.574,2.68,1.311,1.651,5.806,-0.68,7.145,0.583,6.029,1.603,0.923,-0.389
Positive_538,1,1.298,3.895,5.193,3.116,3.635,2.856,3.376,5.972,4.155,5.453,7.789,0.519,2.597,3.116,5.193,1.818,-0.804,0.26,3.294,0.574,4.155,1.8,4.414,0.345,7.789,2.528,-0.843,1.264
Positive_154,1,2.999,4.727,4.817,3.727,3.908,3.818,5.272,8.18,4.544,6.998,5.999,2.181,3.818,3.818,7.907,1.364,0.767,1.909,-0.135,-0.948,4.727,1.218,4.908,-0.271,4.635,-0.09,0.587,0.0
Negative_99,0,2.437,4.568,5.94,2.741,5.178,4.721,3.503,7.767,5.178,3.35,4.873,1.675,4.873,3.046,9.746,2.132,-3.765,3.046,-0.131,1.357,3.96,-4.466,5.025,1.751,3.807,-0.35,1.795,0.569
Positive_129,1,1.319,3.693,5.54,2.374,5.275,8.177,4.484,5.803,4.22,6.858,6.595,2.902,3.429,5.54,11.079,1.055,-3.769,3.429,-3.216,-0.101,5.803,-1.658,8.441,-1.457,4.484,2.764,2.764,5.829
Positive_915,1,0.912,3.42,1.026,1.824,3.99,2.964,4.446,4.218,1.482,4.446,3.99,1.026,2.736,4.218,6.043,0.456,1.659,0.684,-1.628,-0.784,3.42,2.382,6.043,0.694,2.964,-0.181,1.176,3.77
Positive_1131,1,3.318,5.974,7.964,7.301,4.645,7.964,13.273,6.637,6.637,7.964,10.619,5.974,8.628,3.318,8.628,3.318,-5.596,7.964,-10.828,-6.395,9.955,-11.919,6.637,8.503,8.628,0.581,-2.907,-1.235
Negative_1085,0,2.393,4.535,4.535,3.401,5.543,4.031,3.779,5.038,2.015,6.55,6.55,1.89,3.023,4.535,6.676,2.141,-4.547,2.771,0.442,0.132,5.543,-3.62,7.81,1.236,5.543,3.709,-0.044,0.221
Positive_730,1,0.156,3.433,3.9,1.404,1.248,3.745,1.873,7.177,2.965,7.022,3.589,1.56,4.213,5.617,7.958,0.312,2.671,0.468,1.464,-0.293,8.27,4.793,5.461,6.184,2.809,3.805,2.781,2.891
Negative_848,0,2.169,2.055,1.827,1.827,5.366,3.311,2.74,3.311,1.484,3.425,7.078,1.941,3.197,5.137,11.759,1.941,1.812,1.484,2.403,0.433,7.306,-0.079,7.42,1.418,3.995,0.0,-0.079,0.591
Negative_100,0,1.942,3.763,5.583,1.335,6.918,6.19,1.942,8.617,5.462,5.583,6.311,1.942,3.884,4.49,7.282,1.456,0.46,2.063,-2.116,3.128,6.797,1.886,4.612,1.564,5.825,0.184,4.14,-2.254
Positive_1050,1,0.81,5.185,2.592,1.134,3.564,0.648,2.106,4.861,2.592,4.699,1.944,2.269,1.782,1.296,4.051,0.486,3.585,0.486,1.901,1.42,2.431,3.754,2.755,2.526,2.431,2.43,2.43,1.299
Positive_1124,1,1.329,5.483,6.314,1.994,3.489,4.154,3.157,5.151,3.157,5.981,6.479,2.492,2.16,3.821,7.476,0.664,-3.283,1.661,0.389,2.462,7.975,-2.549,8.972,-1.469,4.486,1.814,3.153,1.166
Negative_66,0,4.964,1.103,3.861,1.655,4.412,2.758,4.412,4.964,0.552,3.861,7.722,1.103,1.655,7.722,13.237,1.655,2.658,3.309,4.401,-2.789,5.515,1.786,6.619,-4.575,6.067,2.44,-2.658,1.83
Negative_685,0,0.885,4.424,2.3,0.707,6.016,2.654,2.123,5.662,1.947,4.07,5.485,1.947,14.332,3.539,4.955,0.531,-0.324,1.062,2.35,1.378,5.839,1.256,5.131,2.472,7.431,-0.0,1.864,0.243
Negative_760,0,2.694,4.754,3.486,3.011,8.717,5.705,4.913,7.449,6.497,5.547,6.815,3.645,5.388,10.459,13.787,1.902,-4.132,1.11,-6.375,-0.118,9.033,-2.715,7.131,2.656,6.022,4.368,0.531,-2.302
Negative_583,0,2.355,2.997,4.495,2.569,7.065,4.71,4.495,8.136,4.495,5.352,2.783,3.854,4.068,5.138,6.851,1.285,-3.608,1.927,1.408,0.088,3.639,-2.816,5.78,-2.992,5.995,2.508,2.86,-2.42
Positive_929,1,2.272,4.797,3.282,4.292,4.797,6.564,5.807,6.564,6.06,9.846,7.827,5.554,6.06,6.312,8.332,1.01,-5.572,2.778,-3.217,-0.976,7.574,-4.078,9.089,4.652,6.06,3.389,-0.517,-2.872
Negative_1059,0,2.504,4.382,5.321,4.382,5.948,6.573,4.382,8.452,5.634,5.008,7.512,2.191,4.695,5.321,6.886,1.878,-0.051,3.13,-2.721,0.0,5.321,2.464,5.948,6.211,7.199,0.821,-0.411,-1.848
Negative_545,0,2.377,3.116,2.482,1.161,4.541,3.38,2.904,7.446,2.112,4.066,4.277,1.532,3.222,3.591,10.403,1.32,1.826,2.482,-0.644,0.358,3.696,0.752,4.066,1.074,3.433,1.611,0.823,1.396
Negative_1050,0,0.649,0.649,2.272,0.974,3.894,2.596,0.974,3.245,0.649,3.245,1.623,1.298,1.623,5.842,3.245,0.0,3.022,1.947,1.587,1.522,3.894,4.175,2.596,2.501,2.272,4.74,2.761,5.306
Negative_686,0,2.533,6.334,7.6,2.533,6.334,5.066,3.799,7.6,6.334,7.6,8.866,1.266,6.334,11.399,12.666,1.266,-17.241,1.266,8.276,-6.27,15.199,-11.223,8.866,2.32,2.533,10.031,-0.564,-1.129
Negative_298,0,4.411,2.005,1.203,0.0,10.025,4.01,2.005,8.42,2.406,4.811,1.203,0.802,2.005,6.416,6.416,1.604,-1.063,2.005,0.491,-1.35,8.821,-0.491,9.223,3.436,4.01,5.808,-1.35,2.004
Negative_611,0,1.268,2.958,3.381,1.057,4.437,1.479,2.324,4.437,1.479,1.902,4.015,1.057,3.17,1.479,7.818,1.69,1.749,1.902,3.695,2.228,4.437,-0.931,2.324,2.736,3.804,1.664,1.382,1.241
Positive_270,1,1.201,2.267,5.002,2.201,6.203,3.201,2.267,7.469,2.801,5.469,4.936,1.534,3.001,4.069,6.669,0.867,-1.813,1.734,0.434,1.774,6.536,-0.276,6.469,2.207,4.936,2.05,1.931,0.946
Positive_739,1,2.787,6.736,5.342,4.878,5.342,7.898,6.969,7.433,9.755,4.413,8.362,2.323,3.252,6.503,6.503,4.182,-2.196,2.555,1.187,-1.899,6.503,-3.798,11.846,-0.119,5.11,-1.365,0.772,-0.415
Negative_339,0,5.605,4.804,6.405,4.003,4.003,2.402,0.8,10.408,6.405,4.003,3.203,4.003,3.203,3.203,7.206,0.8,3.797,1.601,2.532,0.327,2.402,2.613,3.203,1.919,4.003,5.553,-2.123,-3.022
Negative_762,0,2.354,2.13,2.466,1.12,9.526,4.259,2.466,8.293,1.457,7.285,8.405,1.232,3.81,7.845,17.819,1.12,-0.165,1.906,-0.055,2.856,10.759,-1.538,10.535,1.153,5.043,-2.691,2.252,-1.812
Negative_769,0,2.625,4.788,5.406,2.472,8.032,5.406,2.935,12.511,3.553,4.48,5.252,2.317,4.48,4.17,11.739,0.464,2.564,3.553,-0.05,-1.709,5.561,3.067,3.707,-0.905,7.105,1.056,1.659,0.855
Positive_114,1,1.167,3.112,2.285,1.508,2.772,1.945,2.334,4.133,2.334,3.793,4.182,1.994,1.459,3.015,5.689,0.973,1.939,1.167,2.354,1.828,3.647,1.634,4.62,2.16,3.258,2.686,2.077,1.44
Positive_823,1,2.421,5.851,5.649,3.43,7.868,4.439,7.868,7.868,4.439,7.667,6.86,1.614,4.035,5.044,10.289,0.605,-0.638,2.219,-0.691,1.967,5.851,-3.03,5.447,3.615,6.86,1.701,0.585,-2.605
Negative_1100,0,3.75,2.344,2.812,1.407,7.032,5.157,0.469,6.094,1.875,6.562,3.282,1.875,7.5,6.094,11.719,0.937,-0.746,1.407,-2.146,-3.032,13.125,2.985,5.157,2.612,4.688,3.778,1.073,-2.285
Positive_1014,1,0.671,3.164,1.342,1.918,2.589,2.109,3.835,4.123,1.342,2.013,4.602,2.109,1.534,2.972,7.191,1.15,2.644,0.671,3.124,3.445,3.164,0.988,3.739,2.51,3.164,2.029,2.377,0.587
Negative_1003,0,2.572,3.306,1.653,2.021,1.837,2.388,3.306,2.204,3.49,1.653,2.572,1.469,2.021,1.469,4.592,1.837,2.531,0.551,3.247,2.937,3.122,0.0,3.49,-0.048,2.204,1.791,1.122,1.982
Positive_1054,1,2.044,3.271,5.179,2.044,5.042,4.497,3.543,7.496,2.726,4.497,6.814,3.135,4.225,5.042,7.223,0.272,-6.367,3.135,-1.832,1.308,7.087,-4.536,5.86,3.402,4.089,1.57,0.567,1.483
Negative_1243,0,1.893,0.631,1.136,4.038,2.902,2.902,2.65,4.038,1.388,2.524,6.057,1.767,2.145,6.689,9.969,2.65,0.365,1.388,0.511,1.459,10.222,-0.729,5.174,0.146,2.776,1.86,2.772,2.298
Negative_672,0,1.39,3.446,3.325,1.33,7.496,4.051,2.055,10.397,5.561,4.111,4.051,3.023,8.16,3.868,7.738,0.242,-0.566,1.269,1.002,0.348,4.775,1.568,5.561,0.828,5.259,2.178,2.003,-0.697
Negative_1289,0,3.821,1.433,0.955,0.0,4.299,1.911,2.388,4.776,0.0,2.388,2.388,0.955,0.955,6.687,10.508,1.911,5.514,0.478,1.51,-0.308,7.165,1.479,6.209,-0.832,2.388,5.915,0.339,0.062
Negative_234,0,1.371,0.686,2.743,2.743,6.856,3.771,2.4,3.428,2.743,2.743,2.057,1.714,3.085,4.799,13.027,2.4,-3.895,2.4,-3.085,3.317,7.199,-2.854,5.828,3.355,5.142,2.275,2.16,1.658
Negative_80,0,4.085,6.638,8.169,1.022,5.106,4.34,3.83,5.872,2.808,5.106,9.191,2.808,1.787,2.298,7.404,0.51,-0.383,2.042,1.963,2.202,7.915,-1.963,9.191,-3.255,5.617,0.096,-0.048,1.628
Negative_509,0,3.82,4.084,2.107,1.185,4.215,6.06,4.347,8.43,1.976,7.509,11.723,3.03,7.771,7.904,14.621,0.659,-3.404,2.503,0.122,-3.04,11.065,-2.31,11.987,-0.061,6.586,1.884,0.243,-2.492
Negative_199,0,5.727,2.386,1.431,1.431,10.021,2.863,1.431,6.681,1.909,2.386,5.727,2.386,2.863,6.204,9.067,0.477,2.992,0.477,2.677,-2.835,4.772,2.205,5.25,2.913,5.25,-0.433,1.693,0.118
Negative_682,0,5.193,4.697,2.225,2.72,7.417,3.461,4.697,8.654,1.731,7.665,5.193,1.236,5.439,8.406,10.632,2.225,0.476,4.203,-0.423,-2.751,5.933,3.968,7.912,-1.323,6.181,0.053,-2.751,-0.159
Negative_190,0,1.323,1.323,0.881,0.0,9.698,0.881,0.881,6.171,0.0,1.763,1.763,0.441,1.763,9.698,4.408,1.323,2.837,0.441,4.986,-0.544,5.29,3.524,7.494,1.203,1.763,3.181,2.264,1.289
Negative_1130,0,0.2,2.902,2.101,0.1,5.404,1.301,1.701,10.507,3.703,2.401,2.802,1.201,7.906,1.401,8.506,0.2,2.082,0.601,2.862,0.706,9.807,0.743,4.003,1.859,7.605,1.301,0.892,1.19
Positive_366,1,1.561,4.681,5.391,3.121,4.114,5.533,2.695,6.81,2.554,4.681,5.249,2.128,2.837,5.391,7.519,0.709,-2.141,3.121,0.238,5.472,3.83,-0.198,3.83,1.626,3.546,0.595,6.265,0.872
Negative_678,0,6.643,0.391,1.172,1.172,5.471,2.735,3.126,3.908,1.563,4.298,1.563,1.172,3.126,4.689,6.252,0.0,0.32,0.391,0.993,2.147,7.424,-0.449,7.424,1.314,1.563,1.634,3.044,1.762
Negative_751,0,1.184,0.0,2.368,0.0,8.88,5.92,2.368,8.288,1.184,4.736,2.368,4.144,8.88,4.736,5.92,0.0,1.329,0.592,6.562,-2.738,4.736,4.952,8.288,2.053,5.92,3.14,-1.771,1.852
Negative_882,0,1.785,1.19,3.569,0.0,3.569,0.0,1.19,4.758,1.785,2.379,5.354,0.595,1.785,0.0,12.491,0.0,1.547,0.595,1.175,4.794,12.491,-1.021,6.543,0.928,1.785,2.815,2.846,-0.711
Positive_733,1,2.568,4.709,11.558,5.136,1.712,5.993,6.42,9.417,8.133,4.709,5.565,1.712,2.568,1.712,11.129,2.141,7.632,1.712,-8.783,1.393,9.417,9.207,13.697,-5.694,11.129,10.418,4.422,2.665
Positive_977,1,0.852,3.976,3.029,1.704,1.514,1.988,1.799,5.396,2.367,2.272,3.124,1.893,1.704,3.313,5.49,0.663,2.768,1.42,1.398,2.083,4.733,1.261,4.071,3.7,3.502,2.686,1.096,1.151
Negative_966,0,0.5,1.926,3.497,0.642,5.53,2.783,1.07,10.597,5.959,3.425,2.783,1.534,5.245,2.462,4.032,2.176,0.525,1.07,1.015,1.295,3.461,1.26,7.065,1.4,4.246,2.03,2.17,2.625
Negative_1007,0,2.292,3.473,5.141,2.848,5.974,3.404,2.57,9.726,6.321,5.141,5.001,1.667,5.974,3.265,9.795,1.667,-0.487,3.543,-1.217,2.19,7.503,-0.73,6.113,1.703,5.905,0.049,1.849,0.584
Positive_1105,1,1.497,3.619,4.866,2.496,3.369,3.369,3.619,4.492,3.119,2.62,4.742,1.123,1.996,2.745,6.613,0.998,5.333,0.249,2.264,2.698,3.993,3.969,3.119,3.38,3.369,0.992,2.512,1.984
Positive_900,1,0.363,4.355,2.178,1.452,6.534,9.074,4.355,7.985,1.452,4.355,7.622,1.815,2.178,9.074,11.978,0.0,-4.658,2.903,-0.253,-1.823,12.34,-3.443,7.259,5.924,3.993,1.924,-2.127,1.772
Negative_487,0,2.917,1.571,3.927,1.795,3.59,2.805,2.244,3.927,2.581,2.805,2.693,1.122,2.581,3.478,4.151,0.785,1.493,2.805,0.792,3.412,7.629,1.919,6.058,0.731,1.458,2.559,2.68,3.046
Positive_82,1,2.425,2.182,1.94,2.425,11.878,4.606,1.94,9.697,0.97,3.637,8.0,0.242,5.333,6.788,11.151,3.152,1.074,1.94,-2.302,-0.818,8.97,0.102,9.455,-1.944,5.575,0.205,1.432,2.967
