id,label,C,P,I,K,D,Y,F,S,N,E,V,Q,R,L
Negative_448,0,1.796,4.79,5.389,6.587,5.389,2.994,1.198,7.784,4.79,10.18,7.784,2.994,3.593,8.383
Negative_108,0,3.704,7.407,1.852,11.111,1.852,0.0,5.556,5.556,5.556,5.556,1.852,5.556,9.259,12.963
Positive_782,1,1.646,4.43,5.949,6.076,4.557,2.911,5.949,5.823,4.937,7.848,5.696,2.911,5.316,12.405
Positive_140,1,1.667,6.111,3.889,4.444,5.0,2.222,4.444,6.111,0.556,7.222,7.222,3.889,6.667,16.111
Negative_904,0,4.734,22.485,2.959,11.834,0.592,2.367,2.367,3.55,0.592,7.692,8.876,10.059,0.0,1.183
Negative_1281,0,3.464,6.467,4.619,4.388,6.697,3.233,5.081,9.931,3.002,4.157,5.081,4.85,7.159,13.164
Negative_341,0,7.595,8.861,8.861,12.658,3.797,1.266,1.266,5.063,1.266,2.532,6.329,2.532,3.797,12.658
Positive_706,1,2.082,5.137,6.617,4.813,4.905,3.147,5.831,7.265,5.46,6.571,6.34,3.656,5.877,9.348
Negative_743,0,0.866,6.926,3.463,2.597,5.195,1.299,2.597,4.329,3.896,6.061,9.091,6.061,6.494,12.121
Positive_523,1,0.631,2.524,0.631,4.101,3.47,1.262,1.262,4.416,0.315,12.618,7.571,10.095,10.726,12.934
Positive_804,1,1.0,3.667,5.667,8.0,5.333,5.0,4.333,5.0,4.667,9.0,5.333,5.333,4.0,13.333
Positive_1119,1,1.714,6.476,5.905,2.857,2.857,2.476,5.905,7.429,3.048,4.19,8.19,2.095,2.476,12.952
Positive_1124,1,1.538,4.038,6.346,7.308,4.808,2.308,3.654,5.962,3.654,6.923,7.5,2.5,4.423,8.654
Negative_494,0,3.463,5.628,2.597,9.957,2.165,1.732,1.732,8.225,0.866,2.165,7.359,5.628,9.524,6.926
Negative_230,0,4.069,10.707,1.927,5.353,2.784,1.713,1.713,6.424,2.141,7.066,5.567,5.139,5.782,10.707
Negative_324,0,0.526,6.053,10.0,2.368,2.895,4.474,6.316,7.632,3.947,1.053,2.632,2.105,1.842,16.842
Positive_868,1,2.773,4.506,5.719,9.012,5.633,3.899,3.813,6.326,5.113,8.232,5.633,3.553,4.939,9.705
Negative_15,0,1.105,7.182,3.315,4.42,1.657,0.552,1.105,7.182,2.762,5.525,3.867,4.972,7.182,11.05
Positive_247,1,2.434,5.236,5.9,6.195,5.088,3.54,3.024,8.333,3.909,7.596,8.112,3.761,4.499,9.145
Negative_594,0,3.051,10.847,1.017,2.712,4.068,1.695,0.339,8.475,0.678,4.068,5.085,3.729,9.831,12.881
Negative_823,0,0.0,7.609,2.174,6.522,1.087,1.087,1.087,7.609,3.261,1.087,4.348,5.435,11.957,13.043
Negative_46,0,0.0,7.619,1.905,9.524,0.0,0.952,0.0,8.571,5.714,9.524,4.762,3.81,5.714,8.571
Positive_61,1,5.579,5.15,3.648,4.077,4.506,2.575,3.004,6.652,2.79,6.438,6.867,4.936,6.652,10.086
Positive_282,1,1.432,3.965,3.634,5.617,5.947,2.863,2.863,6.278,4.075,8.48,7.269,3.304,4.626,12.996
Negative_1176,0,5.979,4.536,2.68,5.361,4.536,3.299,3.711,8.866,3.711,9.897,5.773,4.33,4.948,4.124
Positive_1190,1,0.0,2.041,4.082,13.265,6.122,1.02,5.102,6.122,3.061,13.265,6.122,4.082,5.102,13.265
Positive_753,1,0.334,5.342,3.506,4.341,6.01,2.838,3.673,5.175,3.84,8.18,8.514,4.674,5.676,10.184
Positive_522,1,1.048,7.757,4.403,6.918,7.547,3.564,6.709,6.08,3.354,6.289,6.289,1.887,4.822,9.015
Negative_397,0,1.891,5.674,1.891,5.437,4.492,2.128,1.418,7.801,1.182,9.456,4.728,4.019,6.856,12.53
Positive_609,1,2.428,3.311,5.74,7.506,7.506,5.298,4.415,6.623,5.298,5.74,3.311,5.298,2.649,7.506
Positive_863,1,1.174,6.067,7.436,4.11,5.284,3.523,3.914,5.675,3.914,6.849,7.045,4.11,6.262,8.415
Negative_989,0,1.815,10.305,3.824,4.472,4.796,2.981,2.528,9.981,3.564,5.055,6.546,5.768,5.444,9.332
Negative_180,0,6.164,6.849,5.479,6.164,4.11,4.11,4.11,5.479,2.055,6.164,5.479,7.534,4.11,6.164
Negative_798,0,7.778,6.111,3.889,6.111,1.667,2.222,1.667,5.0,5.0,8.889,5.0,1.667,10.556,10.0
Positive_290,1,1.495,4.62,4.348,4.891,7.473,2.446,3.261,10.734,5.027,7.201,5.163,5.027,5.027,10.326
Negative_633,0,1.773,13.83,3.546,3.546,4.61,3.546,4.61,5.319,1.773,5.674,6.028,4.61,7.092,9.929
Negative_899,0,15.278,37.5,0.0,11.111,0.0,4.167,0.0,5.556,0.0,2.778,2.778,16.667,0.0,0.0
Negative_123,0,6.667,5.581,3.411,5.168,5.478,3.411,2.584,8.217,4.496,5.788,5.891,4.651,7.028,5.53
Negative_1064,0,0.0,10.526,15.789,0.0,0.0,0.0,0.0,0.0,0.0,10.526,10.526,5.263,5.263,10.526
Positive_368,1,1.636,4.598,8.886,5.084,5.703,4.067,3.935,8.4,4.553,4.775,4.642,3.758,4.775,11.981
Negative_937,0,0.0,4.854,0.971,1.942,1.942,1.942,3.883,6.796,2.913,6.796,3.883,4.854,3.883,17.476
Positive_1004,1,1.571,5.123,4.577,5.943,6.011,3.415,4.713,10.041,5.738,5.396,7.172,3.484,4.986,8.47
Negative_1002,0,8.657,4.776,2.388,2.985,3.881,2.09,1.493,7.761,4.776,6.866,3.881,4.179,5.97,11.343
Positive_524,1,0.956,2.869,6.831,10.929,7.377,3.415,3.415,5.738,4.235,13.251,5.191,3.415,4.098,8.47
Negative_596,0,6.832,14.907,4.348,1.863,3.106,6.211,1.863,7.453,4.969,1.242,6.211,4.348,1.863,7.453
Negative_682,0,4.907,7.009,4.439,2.103,3.271,2.57,4.439,8.178,1.636,7.243,4.907,5.14,7.944,10.047
Negative_366,0,2.345,7.463,3.625,3.625,5.544,2.772,4.691,7.676,2.559,5.33,7.463,5.544,4.478,11.94
Positive_340,1,2.745,5.392,5.49,4.608,5.098,2.843,3.431,6.667,3.529,6.176,5.588,4.02,6.078,9.314
Positive_294,1,1.511,3.709,5.907,6.181,5.495,2.473,3.159,7.28,3.709,6.456,9.478,3.571,5.769,8.104
Positive_849,1,0.962,7.115,2.115,3.462,5.192,3.269,5.385,5.385,2.308,4.615,5.0,4.808,9.615,10.962
Negative_884,0,6.383,6.383,4.965,3.546,3.546,1.773,4.61,7.092,4.255,5.319,4.965,4.965,4.255,9.574
Positive_111,1,1.282,4.808,4.487,4.487,5.769,3.205,2.244,6.09,4.167,6.731,11.218,5.769,5.769,10.256
Positive_1014,1,1.257,4.847,5.925,2.513,3.95,3.591,7.181,7.72,2.513,3.77,8.618,2.873,5.566,13.465
Positive_434,1,0.885,7.08,5.31,5.752,3.097,2.212,3.097,5.31,3.982,7.08,3.982,3.54,5.31,14.602
Negative_1013,0,3.061,2.381,4.422,7.823,5.782,3.401,5.102,7.823,5.102,4.082,5.102,2.721,2.381,7.823
Negative_1282,0,1.527,9.16,4.58,0.763,3.817,2.29,4.58,6.107,1.527,6.87,8.397,6.87,9.924,9.924
Positive_186,1,1.977,5.411,5.723,5.515,4.266,3.33,4.266,7.7,3.642,6.348,6.452,3.746,5.931,10.406
Positive_119,1,2.754,3.39,8.051,5.085,5.085,2.966,5.932,8.475,3.602,3.178,8.051,2.966,4.237,11.229
Negative_987,0,5.556,8.889,4.444,4.444,3.333,4.444,4.444,6.667,1.111,1.111,5.556,3.333,7.778,7.778
Positive_994,1,2.762,4.972,4.972,9.392,2.21,0.552,2.762,7.735,4.972,12.155,6.077,5.525,7.182,9.392
Positive_984,1,2.073,3.591,6.146,6.294,5.628,3.184,4.406,6.257,5.776,7.294,6.886,4.332,5.072,10.959
Positive_302,1,1.88,5.47,5.385,4.359,5.299,2.821,4.957,8.632,3.162,6.325,6.923,5.043,4.359,10.598
Positive_1036,1,0.547,2.266,8.125,6.641,4.375,2.734,5.469,6.875,4.141,5.859,7.5,4.141,4.922,9.297
Negative_365,0,3.261,3.261,2.174,1.087,3.261,3.261,2.174,4.348,0.0,5.435,5.435,5.435,6.522,18.478
Positive_563,1,0.332,4.975,6.633,4.809,6.468,3.814,3.151,3.648,5.141,4.975,7.131,6.633,3.814,8.624
Positive_50,1,4.126,4.519,5.305,5.697,5.697,2.75,3.34,7.073,4.519,5.108,7.859,4.519,5.108,10.413
Negative_527,0,5.031,5.031,7.547,5.66,8.176,3.774,1.887,5.031,6.289,7.547,9.434,1.887,6.289,6.918
Positive_74,1,4.12,5.618,4.494,0.0,2.996,0.749,3.745,5.618,6.367,1.873,10.487,4.494,8.989,11.236
Negative_79,0,1.567,8.15,1.567,1.567,4.075,3.448,6.27,6.27,3.448,6.27,7.524,5.016,5.956,10.345
Negative_181,0,0.794,14.286,3.968,3.968,1.587,3.175,2.381,11.905,1.587,5.556,4.762,2.381,6.349,4.762
Positive_1147,1,1.404,5.618,3.09,3.371,6.882,1.685,2.949,8.848,3.792,8.427,4.916,5.337,6.882,12.64
Positive_422,1,1.262,4.101,4.101,4.732,4.416,3.155,7.571,4.732,3.47,11.041,6.309,6.94,6.309,9.464
Negative_560,0,1.449,10.87,0.725,2.899,0.725,0.725,2.899,11.594,4.348,5.797,3.623,6.522,7.971,12.319
Negative_738,0,3.175,11.111,0.0,1.587,0.0,1.587,6.349,11.111,4.762,6.349,9.524,9.524,3.175,9.524
Positive_914,1,1.631,8.646,5.383,2.61,4.568,2.121,5.71,5.71,2.773,7.178,6.362,3.915,7.667,10.114
Positive_263,1,1.552,4.398,5.045,5.692,4.916,4.269,4.657,7.374,3.105,5.563,6.21,3.752,6.21,9.702
Positive_134,1,1.671,6.128,7.242,5.292,4.178,2.228,4.178,5.014,3.621,6.964,9.192,3.343,5.014,6.128
Negative_1038,0,3.827,9.012,2.469,4.938,3.58,2.84,2.963,11.235,2.84,7.16,3.58,6.173,4.691,8.395
Negative_646,0,10.294,4.412,2.941,13.235,1.471,2.941,1.471,8.824,2.941,11.765,4.412,11.765,4.412,4.412
Positive_545,1,1.619,6.835,4.496,6.835,5.036,4.137,4.856,7.914,3.237,7.374,4.856,5.036,5.396,10.072
Positive_287,1,0.98,7.108,2.696,3.676,4.902,2.451,5.637,6.127,2.696,7.598,9.069,3.676,6.127,7.843
Positive_13,1,2.736,6.965,1.99,0.249,0.995,0.995,2.985,9.95,1.244,1.244,7.214,1.99,9.453,16.418
Positive_555,1,1.236,7.293,3.956,4.574,6.799,2.101,2.967,9.765,3.708,8.035,5.068,5.562,5.686,9.394
Positive_1203,1,2.574,4.385,5.434,7.15,4.766,3.337,5.72,8.77,7.626,4.862,5.148,4.29,3.527,15.634
Negative_1286,0,2.804,11.215,1.869,4.673,3.738,2.804,1.869,2.804,0.0,11.215,3.738,6.542,9.346,12.15
Negative_821,0,2.222,5.556,2.778,3.333,1.111,1.667,3.889,7.778,4.444,9.444,10.0,3.333,11.111,7.222
Negative_1046,0,9.062,2.188,1.562,8.438,7.187,3.125,3.75,7.812,3.125,10.0,3.125,4.375,5.938,5.0
Negative_597,0,1.685,5.337,3.933,4.775,7.303,2.809,4.775,6.461,4.213,4.494,6.461,1.966,6.18,10.393
Positive_255,1,1.553,6.796,5.825,4.078,7.184,3.107,4.466,10.874,4.66,8.932,6.408,2.524,2.718,10.485
Negative_5,0,0.935,4.673,3.738,8.411,4.206,0.467,3.271,7.944,3.738,4.206,6.075,4.673,7.009,12.15
Negative_37,0,2.57,4.711,4.283,6.638,2.355,0.857,2.355,7.923,4.925,6.424,6.21,5.567,6.638,8.137
Positive_907,1,1.606,5.677,3.154,4.415,4.989,2.982,3.842,8.314,3.039,6.021,7.626,5.39,6.193,11.468
Negative_1165,0,0.762,11.585,0.457,2.744,4.878,6.402,2.287,8.841,2.591,2.287,2.287,8.994,6.86,2.134
Negative_617,0,1.923,10.096,2.404,4.808,2.404,0.481,1.923,6.731,0.962,5.288,3.846,5.288,13.942,11.058
Positive_473,1,0.845,5.634,5.352,5.634,4.789,4.789,4.507,6.761,6.479,7.324,7.606,2.254,1.69,12.958
Positive_874,1,0.986,5.501,4.67,3.944,6.02,4.515,5.76,8.355,4.255,5.293,5.501,4.152,5.449,8.822
Negative_1186,0,5.185,10.556,2.778,2.778,3.889,2.222,3.148,6.111,4.63,7.593,3.333,7.037,7.037,8.889
Negative_1280,0,1.847,5.277,6.596,5.277,2.111,3.166,6.596,7.916,3.166,3.694,6.069,3.166,5.805,7.916
Positive_632,1,1.677,6.402,5.183,5.183,4.878,3.201,4.726,6.86,4.573,9.604,5.488,2.744,5.793,9.909
Negative_1227,0,2.647,3.592,5.671,3.781,2.647,3.214,4.915,10.397,2.836,5.293,9.074,2.647,5.293,11.153
Negative_491,0,10.714,4.762,3.571,2.381,2.381,0.0,4.762,8.333,0.0,1.19,1.19,8.333,9.524,13.095
Negative_898,0,0.971,8.738,3.883,7.767,3.883,0.971,0.971,8.738,7.767,14.563,4.854,3.883,9.709,3.883
Positive_1071,1,1.711,7.034,3.612,9.506,4.753,3.422,3.802,5.513,3.422,9.506,7.414,6.084,3.612,9.316
Negative_152,0,2.767,9.881,1.186,3.953,1.976,0.395,3.557,8.3,1.976,5.929,4.348,3.557,8.696,10.672
Positive_496,1,1.976,3.093,7.131,5.756,4.467,3.522,4.811,6.701,5.155,6.1,7.131,4.21,4.21,10.911
Negative_566,0,23.077,1.923,0.0,0.0,1.923,15.385,5.769,3.846,0.0,1.923,0.0,0.0,11.538,1.923
Negative_153,0,4.42,2.21,6.077,4.42,2.762,1.105,4.42,9.945,2.21,6.077,6.077,6.63,4.42,12.707
Negative_587,0,2.459,7.65,1.639,2.459,3.825,1.093,3.005,6.831,1.366,6.557,7.377,6.831,9.016,13.661
Positive_72,1,2.97,5.743,4.752,1.98,2.178,2.376,6.931,8.119,2.376,2.772,6.535,3.96,4.158,14.257
Negative_430,0,4.217,4.418,4.418,1.606,3.815,3.213,5.422,7.631,3.213,5.221,5.02,4.016,7.831,10.843
Positive_363,1,2.4,5.6,6.4,5.8,2.8,3.8,6.8,7.6,3.2,3.8,7.8,2.4,2.8,10.4
Positive_875,1,3.96,3.96,0.99,11.881,6.931,1.98,8.911,6.931,4.95,9.901,3.96,2.97,3.96,10.891
Negative_1211,0,9.677,9.677,5.376,7.527,1.075,1.075,5.376,7.527,3.226,6.452,7.527,6.452,3.226,9.677
Positive_1218,1,0.969,7.108,5.008,5.977,6.624,3.554,3.393,10.016,3.554,5.977,4.847,4.039,6.947,9.208
Negative_348,0,0.943,12.736,1.887,1.887,5.189,0.943,1.415,10.849,0.0,3.774,3.302,7.547,11.321,10.377
Negative_591,0,3.053,3.817,9.924,2.29,3.817,3.053,9.924,5.344,3.053,1.527,6.107,1.527,2.29,13.74
Positive_1217,1,2.52,5.197,4.724,1.732,2.205,4.094,6.142,9.291,1.575,2.047,8.819,3.622,3.622,14.331
Positive_515,1,1.064,0.0,1.064,9.574,8.511,2.128,5.319,5.319,5.319,12.766,9.574,3.191,0.0,11.702
Positive_789,1,1.262,5.363,5.678,5.047,5.678,4.101,5.047,9.464,3.155,4.732,4.416,4.416,5.363,8.202
Negative_188,0,1.905,13.651,2.222,2.857,3.175,4.444,3.492,7.937,1.905,4.762,3.81,4.127,6.984,15.873
Negative_99,0,2.783,5.913,5.217,6.783,5.391,3.13,4.0,8.87,5.913,3.826,5.565,5.565,3.478,11.13
Negative_330,0,7.143,2.857,10.0,8.571,0.0,0.0,7.143,1.429,1.429,7.143,2.857,2.857,7.143,10.0
Negative_1066,0,4.545,6.364,0.0,5.455,3.636,2.727,4.545,12.727,1.818,3.636,1.818,3.636,10.909,9.091
Positive_257,1,2.353,5.882,7.353,6.176,4.118,2.647,2.059,7.059,3.824,5.882,10.588,4.412,2.941,8.529
Positive_93,1,2.87,6.042,4.683,5.589,5.136,2.115,4.985,8.61,2.568,5.438,6.495,4.079,5.74,10.121
Negative_205,0,7.273,7.273,3.636,1.818,0.909,2.727,2.727,5.455,1.818,10.0,4.545,11.818,8.182,5.455
Negative_515,0,2.247,3.371,4.494,6.742,0.0,2.247,3.371,7.865,10.112,4.494,8.989,3.371,4.494,14.607
Positive_1039,1,2.222,1.481,5.185,8.889,8.889,2.222,4.444,1.481,3.704,9.63,9.63,5.185,5.185,8.148
Positive_303,1,2.591,5.699,4.663,5.699,4.922,3.109,4.145,6.736,3.886,7.513,6.995,2.85,3.627,10.881
Negative_19,0,4.839,6.452,4.839,1.613,1.613,0.0,4.839,14.516,0.0,1.613,4.839,4.839,1.613,19.355
Positive_1042,1,0.0,2.308,5.385,7.692,3.077,3.846,3.077,5.385,2.308,6.923,7.692,5.385,14.615,6.923
Negative_902,0,18.056,36.111,0.0,11.111,0.0,1.389,0.0,6.944,0.0,2.778,2.778,16.667,0.0,0.0
Positive_600,1,2.155,2.586,7.759,4.741,5.172,1.724,3.448,5.172,3.879,6.466,9.052,3.448,2.586,9.914
Negative_535,0,5.882,15.686,0.0,0.0,0.0,0.0,1.961,13.725,0.0,0.0,5.882,7.843,0.0,15.686
Negative_229,0,4.667,7.333,0.667,5.333,3.333,6.0,6.0,7.333,9.333,4.667,2.0,5.333,5.333,6.667
Positive_1108,1,1.597,5.19,4.99,6.387,4.99,2.794,5.788,8.782,2.994,5.589,5.988,4.99,4.99,10.379
Negative_472,0,2.765,12.212,1.382,1.152,2.074,1.613,3.226,5.53,1.152,3.456,5.991,3.226,8.986,15.207
Positive_118,1,0.936,4.12,5.431,8.24,7.491,4.12,3.745,5.431,3.745,7.678,5.243,3.933,4.869,10.112
Positive_1192,1,0.994,4.596,4.969,5.839,5.342,4.099,4.845,6.708,6.708,6.957,6.211,4.72,3.851,9.441
Negative_211,0,1.205,4.819,2.41,1.205,7.229,1.205,2.41,7.229,6.024,14.458,1.205,7.229,3.614,12.048
Negative_261,0,2.107,6.13,2.682,2.107,3.065,1.724,4.023,7.088,0.575,6.13,6.322,3.065,9.195,14.751
Positive_57,1,2.965,7.008,3.235,1.078,2.695,1.887,3.774,9.434,1.617,2.965,8.086,2.426,7.817,13.208
Negative_1086,0,6.918,7.547,1.887,2.516,1.258,0.629,3.774,7.547,5.031,5.031,3.774,5.031,10.692,10.063
Positive_599,1,1.527,2.672,6.107,4.58,5.344,2.672,4.58,7.634,3.817,5.725,7.634,1.908,4.58,8.397
Positive_401,1,1.048,5.031,5.87,3.774,5.66,3.145,3.983,6.709,4.403,2.306,6.918,6.499,5.451,9.224
Negative_771,0,4.11,4.566,8.219,4.11,1.37,3.196,7.306,9.132,4.566,2.74,7.763,1.37,2.74,15.982
Negative_971,0,1.599,7.815,2.487,1.421,3.552,3.197,4.618,10.302,3.02,4.796,7.282,5.684,5.151,11.19
Positive_1156,1,1.364,4.545,5.758,6.364,4.091,3.939,3.788,6.212,4.394,6.364,6.364,4.848,4.697,10.606
Negative_492,0,0.0,7.937,1.587,3.175,1.587,1.587,1.587,12.698,3.175,6.349,7.937,1.587,4.762,19.048
Negative_799,0,2.167,7.922,2.317,2.466,4.858,1.495,3.587,5.979,3.288,6.801,7.848,3.961,6.502,11.061
Positive_1100,1,0.0,5.223,5.53,7.066,5.223,5.684,3.687,3.84,6.759,5.837,6.144,3.379,6.144,9.524
Positive_654,1,1.948,3.571,4.545,7.468,6.494,1.299,1.623,4.87,3.571,5.844,9.74,2.273,3.247,7.143
Negative_518,0,2.465,3.873,3.169,2.817,1.408,4.577,7.042,8.803,3.169,5.282,7.042,2.113,4.577,15.141
Negative_881,0,2.564,3.846,0.0,3.846,0.0,1.282,2.564,14.103,2.564,5.128,5.128,2.564,1.282,25.641
Positive_546,1,1.216,3.041,8.041,6.216,3.919,2.703,5.743,8.311,3.649,6.284,6.081,4.527,5.27,12.365
Negative_489,0,3.084,5.727,2.643,4.846,4.626,1.982,4.405,6.828,1.762,6.828,5.947,3.965,7.93,8.59
Positive_1076,1,1.742,4.704,6.272,6.098,5.575,3.484,4.181,6.62,5.401,5.052,8.362,2.962,4.007,10.105
Negative_866,0,2.536,6.884,4.348,4.348,2.536,2.899,5.797,8.152,4.348,4.529,7.428,3.08,3.804,10.688
Positive_845,1,1.031,7.904,3.952,5.498,5.326,4.296,6.357,4.983,3.608,6.529,5.326,3.265,6.529,7.56
Positive_691,1,1.68,6.225,5.336,7.016,5.04,3.557,3.162,7.708,3.36,6.917,7.213,3.458,4.644,9.486
Negative_1047,0,2.729,11.306,1.754,5.263,3.899,1.949,2.339,11.891,0.78,5.848,6.238,5.653,4.483,7.407
Negative_751,0,1.471,11.029,0.0,2.941,7.353,0.0,2.941,10.294,1.471,5.882,2.941,11.029,5.882,7.353
Positive_429,1,1.478,2.956,5.911,3.941,4.926,2.463,3.202,7.882,3.202,6.158,7.635,2.709,4.187,6.65
Negative_1053,0,2.978,9.429,0.993,1.489,3.226,1.985,1.985,4.467,1.985,8.437,4.963,3.474,8.189,12.655
Positive_277,1,2.459,5.123,5.328,6.762,5.43,4.303,4.406,8.094,5.533,5.943,7.992,2.561,4.098,8.504
Negative_634,0,2.913,6.117,2.621,3.592,4.563,1.359,3.981,8.35,2.33,5.728,7.961,5.534,4.854,16.893
Positive_610,1,1.969,4.331,3.543,6.693,5.906,3.937,5.512,10.236,3.543,3.937,7.087,4.724,3.937,11.024
Positive_459,1,2.279,6.739,5.253,6.739,4.955,3.469,3.171,5.847,3.865,9.019,6.244,5.253,5.847,11.497
Negative_337,0,7.08,4.425,6.195,8.85,5.31,2.655,2.655,9.735,3.54,6.195,1.77,1.77,7.08,3.54
Negative_619,0,3.285,7.664,2.19,4.38,2.92,2.92,5.109,8.029,1.46,9.124,5.839,5.474,6.204,11.679
Positive_787,1,2.402,4.585,3.93,9.389,2.838,0.655,3.275,8.297,3.712,5.677,7.205,7.424,4.148,13.755
Positive_862,1,5.063,3.797,6.329,6.329,6.962,4.43,3.797,6.962,5.063,6.329,5.696,5.696,6.329,6.329
Negative_813,0,2.206,5.882,0.735,6.25,4.412,1.471,1.471,8.824,2.206,8.088,4.779,7.721,4.412,8.088
Positive_1022,1,1.807,1.205,5.422,12.651,6.024,4.217,6.627,7.831,6.024,5.422,5.422,6.024,4.819,8.434
Negative_808,0,4.225,4.225,2.817,2.113,5.634,2.113,2.817,10.563,0.0,6.338,4.225,1.408,8.451,11.972
Negative_1215,0,2.2,8.802,1.956,2.608,3.341,0.815,4.156,8.557,1.874,7.498,5.949,5.868,7.579,14.67
Negative_1118,0,0.0,5.921,1.974,6.25,7.237,1.316,3.947,11.184,4.276,5.263,2.303,3.947,9.539,4.934
Negative_368,0,3.512,6.049,6.829,6.829,4.878,2.341,4.195,7.317,3.902,5.756,6.439,3.415,3.707,8.098
Negative_500,0,1.806,9.806,0.903,1.935,3.097,0.903,2.323,5.548,0.645,6.968,5.677,4.645,6.968,18.065
Positive_776,1,0.831,2.216,6.648,5.54,6.371,4.155,3.047,5.817,6.094,5.263,6.094,4.432,4.155,12.742
Negative_149,0,1.875,9.375,3.438,3.438,7.812,2.812,3.75,7.5,1.25,9.688,3.438,6.25,3.438,8.75
Negative_912,0,0.0,1.818,0.0,18.182,3.636,3.636,0.0,16.364,5.455,0.0,1.818,0.0,20.0,5.455
Positive_547,1,0.638,5.745,5.319,7.021,5.957,4.894,8.085,6.17,5.957,4.468,4.894,2.979,4.468,8.511
Negative_622,0,1.946,4.38,2.92,2.433,6.326,2.676,3.163,7.786,4.38,4.866,8.516,3.893,6.569,12.409
Positive_351,1,2.579,5.731,5.301,6.304,5.158,2.865,5.014,4.585,3.438,6.59,7.593,3.582,5.301,10.029
Positive_900,1,0.358,6.452,4.301,2.151,8.961,1.434,4.301,7.885,1.434,4.301,7.527,2.151,8.961,11.828
Positive_664,1,0.645,4.516,5.161,4.516,5.161,5.806,6.452,5.806,3.226,3.226,6.452,1.29,7.097,13.548
Negative_270,0,3.416,6.211,5.59,4.037,4.969,2.795,7.453,7.764,4.348,5.901,5.28,4.348,5.28,10.87
Negative_952,0,2.661,9.534,2.217,5.1,3.548,1.996,2.439,7.095,2.217,7.317,5.987,6.43,6.43,12.417
Positive_582,1,1.8,5.728,5.074,6.547,5.565,3.601,4.419,7.365,3.437,6.71,6.219,4.255,3.764,11.293
Negative_426,0,2.922,8.848,5.76,6.26,4.341,4.174,3.005,9.516,3.422,6.427,6.427,4.758,3.84,6.594
Negative_218,0,2.165,5.628,3.463,3.03,7.359,2.165,1.299,19.481,1.299,6.926,3.463,2.597,6.926,12.554
Positive_470,1,2.95,5.18,5.971,5.612,4.676,3.094,5.036,8.561,5.755,5.18,7.77,3.597,4.029,9.64
Negative_523,0,2.256,7.519,7.519,3.008,2.256,3.008,5.263,6.767,5.263,3.759,9.774,3.008,2.256,9.023
Negative_106,0,1.617,5.774,2.54,6.005,2.54,0.924,3.233,8.083,3.926,6.467,6.005,3.926,5.774,10.393
Positive_366,1,1.968,5.188,5.903,6.798,6.977,3.936,3.399,8.587,3.22,5.903,6.619,3.578,6.798,9.481
Negative_907,0,6.584,4.938,3.704,4.115,3.292,2.881,5.35,6.173,0.823,3.704,8.23,5.761,4.115,13.992
Positive_427,1,0.622,3.483,5.97,6.468,6.592,3.234,2.985,5.224,3.856,8.458,6.841,3.98,6.343,8.706
Negative_981,0,5.238,1.429,7.143,4.286,3.333,1.905,7.619,7.143,4.286,2.381,9.048,3.81,2.857,13.333
Negative_1069,0,5.634,9.859,3.521,2.113,3.521,1.408,3.521,14.085,0.704,3.521,5.634,2.113,9.155,9.155
Positive_1219,1,2.045,5.061,6.953,5.112,5.061,2.454,6.902,7.618,4.397,6.084,6.544,3.272,4.55,10.583
Positive_1016,1,1.725,4.644,5.661,5.705,5.086,3.052,5.219,7.961,4.556,5.661,7.43,3.892,4.511,11.322
Negative_1297,0,5.224,8.209,1.493,1.493,5.224,0.0,2.239,7.463,0.0,6.716,0.746,3.731,10.448,12.687
Negative_545,0,3.319,6.342,4.351,3.466,4.72,1.622,4.056,10.398,2.95,5.678,5.973,4.499,5.015,14.528
Negative_320,0,4.545,9.091,5.682,6.818,3.409,5.682,5.682,6.818,5.682,5.682,3.409,6.818,7.955,4.545
Negative_542,0,2.682,4.598,0.766,1.533,2.299,3.448,6.897,4.598,1.533,1.916,9.195,3.831,4.981,15.326
Positive_275,1,1.241,4.276,6.069,6.483,4.276,2.759,3.31,7.172,3.448,7.724,7.448,4.414,5.655,7.034
Positive_888,1,0.0,3.245,6.637,11.504,7.522,3.982,2.655,5.31,5.457,6.637,6.047,4.277,1.917,7.817
Negative_1228,0,2.542,12.712,1.13,7.062,3.107,2.542,2.26,8.475,2.26,5.932,5.65,4.52,7.91,10.734
Positive_24,1,0.729,8.015,4.189,2.004,4.463,2.459,4.189,5.464,2.277,1.913,9.29,2.55,6.284,11.475
Negative_228,0,1.29,7.742,1.935,5.161,1.935,2.581,4.516,8.387,5.806,5.161,5.806,5.161,7.742,16.129
Positive_64,1,2.597,5.628,3.463,1.732,2.165,3.247,5.844,8.442,2.597,3.247,8.874,2.381,9.957,8.658
Negative_1175,0,4.31,8.621,3.448,5.603,4.31,2.586,2.586,7.759,1.293,5.172,5.172,4.31,7.759,12.069
Positive_508,1,1.145,3.244,9.542,5.534,4.198,2.099,4.962,6.298,3.817,5.153,10.305,2.672,3.053,10.496
Negative_1057,0,3.538,6.604,3.066,2.123,5.66,1.415,4.009,8.491,3.066,6.132,9.198,3.538,5.896,10.849
Positive_1065,1,2.976,5.804,4.613,8.78,7.589,2.976,6.25,5.06,3.72,6.25,6.845,4.167,4.464,7.44
Negative_873,0,5.376,4.301,4.301,10.753,2.151,2.151,3.226,4.301,8.602,3.226,11.828,3.226,6.452,13.978
