id,label,_NormalizedVDWVC1,_PolarityC2,_NormalizedVDWVT23,_HydrophobicityC2,_NormalizedVDWVC3,_ChargeC3,_ChargeD2001,_SolventAccessibilityD3001,_HydrophobicityD3001,_PolarityD1001,_HydrophobicityT13,_SecondaryStrD1001,_SecondaryStrC2,_PolarizabilityC3,_SolventAccessibilityC3,_PolarizabilityT13,_PolarizabilityD3001,_NormalizedVDWVC2,_PolarityT13,_NormalizedVDWVD3001,_PolarizabilityC2,_PolarityD3001,_ChargeT23,_SecondaryStrD2001,_ChargeC2,_SolventAccessibilityC2,_SecondaryStrT12,_PolarizabilityD2001,_SolventAccessibilityT12,_SolventAccessibilityD2001,_ChargeT13,_SecondaryStrC3,_SolventAccessibilityD1001,_NormalizedVDWVD1001,_HydrophobicityC1,_NormalizedVDWVD2001,_PolarityC1,_SecondaryStrT13,_SecondaryStrT23,_PolarityC3,_HydrophobicityD2001,_HydrophobicityD1001,_PolarizabilityC1,_ChargeD1075,_HydrophobicityC3,_SolventAccessibilityT13,_ChargeD3001,_SecondaryStrD3001,_PolarityD2001,_PolarityT23,_ChargeD1050,_SecondaryStrD1075,_SolventAccessibilityC1,_PolarizabilityD1001,_ChargeT12,_SecondaryStrC1,_ChargeD1025,_ChargeD3100,_PolarityD1025,_ChargeC1,_SecondaryStrD2075,_PolarityT12,_ChargeD3075,_PolarizabilityT23,_SecondaryStrD2025,_NormalizedVDWVD3050,_ChargeD3050,_SecondaryStrD3050,_ChargeD3025,_NormalizedVDWVD3025,_HydrophobicityT12,_PolarityD1050,_SolventAccessibilityD2075,_PolarizabilityD3075,_PolarizabilityD1050,_SolventAccessibilityD1025,_SolventAccessibilityT23,_SolventAccessibilityD1075,_PolarityD2050,_PolarityD1075,_PolarizabilityT12,_ChargeD1001,_PolarizabilityD3050,_HydrophobicityD3025,_SecondaryStrD2050,_ChargeD2075,_SecondaryStrD3025,_PolarizabilityD3025,_SecondaryStrD3075,_SolventAccessibilityD3025,_PolarizabilityD2075,_NormalizedVDWVD1075,_NormalizedVDWVD2050,_SecondaryStrD1050,_PolarityD3075,_PolarityD2025,_PolarizabilityD2050,_HydrophobicityT23,_NormalizedVDWVD3075,_HydrophobicityD3075,_PolarizabilityD2025,_HydrophobicityD3050
Negative_418,0,0.447,0.369,0.134,0.42,0.203,0.112,0.267,0.267,0.267,0.267,0.209,0.267,0.195,0.203,0.214,0.139,0.267,0.35,0.244,0.267,0.463,0.802,0.185,3.209,0.778,0.243,0.231,0.802,0.303,0.802,0.019,0.217,0.535,0.535,0.243,0.802,0.345,0.252,0.08,0.286,0.535,0.802,0.334,71.925,0.337,0.241,0.802,1.07,0.535,0.196,38.503,74.599,0.543,0.535,0.174,0.588,22.995,97.326,24.866,0.11,80.749,0.268,68.182,0.185,20.856,44.118,40.374,45.989,18.449,21.925,0.182,48.93,70.856,79.412,48.396,25.936,0.088,74.599,53.743,74.064,0.303,4.813,44.118,24.866,50.802,75.668,26.203,21.925,66.845,22.46,72.727,74.599,49.465,51.604,72.727,26.203,50.267,0.292,79.412,73.529,25.401,48.93
Negative_423,0,0.401,0.332,0.185,0.382,0.237,0.124,0.173,0.173,0.173,0.173,0.18,0.173,0.257,0.237,0.276,0.151,0.173,0.363,0.216,0.173,0.447,0.345,0.157,0.691,0.775,0.299,0.239,0.345,0.24,0.345,0.022,0.288,0.518,0.518,0.299,0.345,0.335,0.268,0.135,0.333,0.518,0.345,0.316,82.383,0.32,0.223,2.073,0.345,0.518,0.228,55.268,73.402,0.425,0.518,0.171,0.454,29.016,99.482,28.67,0.1,76.166,0.208,74.957,0.221,27.116,45.423,50.777,48.014,23.834,26.252,0.216,53.886,77.029,72.021,47.841,25.907,0.156,74.266,47.841,75.475,0.303,2.936,45.423,28.67,51.641,74.093,19.516,26.252,73.748,19.689,74.439,73.921,52.85,49.741,74.957,20.553,51.986,0.23,72.021,75.475,24.18,51.641
Positive_958,1,0.329,0.258,0.203,0.296,0.269,0.102,0.056,0.056,0.056,0.056,0.201,0.056,0.336,0.269,0.227,0.141,0.056,0.401,0.228,0.056,0.472,0.112,0.151,0.279,0.788,0.299,0.23,0.279,0.239,0.112,0.021,0.252,0.279,0.112,0.299,0.447,0.427,0.202,0.172,0.315,0.335,0.112,0.259,71.022,0.404,0.21,0.112,0.112,0.391,0.166,44.612,74.763,0.473,0.112,0.156,0.412,19.765,100.0,25.293,0.109,72.92,0.23,77.387,0.242,24.344,47.627,51.647,51.647,26.41,22.781,0.185,50.977,73.814,74.595,50.698,25.684,0.147,73.925,50.307,75.824,0.246,0.223,47.627,26.298,51.033,75.321,25.181,22.781,76.438,24.958,73.869,75.991,50.642,48.409,73.758,24.791,50.475,0.25,74.595,75.656,26.801,50.642
Positive_545,1,0.381,0.315,0.198,0.383,0.268,0.124,0.18,0.18,0.18,0.18,0.189,0.18,0.257,0.268,0.281,0.159,0.18,0.351,0.232,0.18,0.435,0.54,0.177,0.719,0.754,0.329,0.223,1.259,0.252,0.54,0.029,0.291,0.36,0.36,0.329,1.259,0.329,0.245,0.133,0.356,0.36,0.54,0.297,82.554,0.288,0.231,1.799,1.079,0.36,0.213,46.223,77.698,0.39,0.36,0.173,0.451,22.122,99.281,28.058,0.122,69.784,0.177,74.281,0.243,25.54,52.338,53.957,50.54,27.518,26.259,0.231,50.18,78.237,80.576,44.964,26.439,0.168,72.662,44.065,74.82,0.238,0.54,52.338,27.878,45.863,73.921,18.885,26.259,73.381,18.705,76.439,70.683,52.158,51.619,78.417,13.309,51.619,0.209,80.576,75.36,25.719,50.18
Positive_590,1,0.384,0.319,0.186,0.379,0.245,0.124,0.191,0.191,0.191,0.191,0.209,0.191,0.279,0.245,0.224,0.19,0.191,0.371,0.245,0.191,0.426,0.382,0.193,0.574,0.774,0.302,0.255,0.574,0.297,0.382,0.021,0.289,0.574,1.147,0.302,0.574,0.352,0.251,0.148,0.329,1.147,0.382,0.329,72.467,0.319,0.207,1.721,0.956,1.147,0.218,49.331,77.438,0.474,1.147,0.17,0.432,25.43,95.411,24.092,0.101,72.658,0.195,68.834,0.215,23.327,50.478,48.948,48.566,22.371,22.562,0.228,49.713,72.467,75.526,49.522,23.901,0.14,74.57,49.522,74.57,0.255,0.382,50.478,23.901,45.889,75.143,21.797,22.562,73.423,26.769,72.275,74.187,51.052,51.816,74.952,25.239,48.948,0.205,75.526,74.57,26.577,47.992
Negative_982,0,0.456,0.378,0.144,0.422,0.219,0.069,0.312,0.312,0.312,0.312,0.129,0.312,0.263,0.219,0.244,0.163,0.312,0.325,0.166,0.312,0.412,1.875,0.1,1.25,0.838,0.225,0.26,0.938,0.219,1.875,0.016,0.25,0.625,0.625,0.225,2.188,0.369,0.257,0.129,0.253,0.625,1.875,0.369,75.0,0.353,0.257,15.625,0.625,0.625,0.188,56.25,75.312,0.531,0.625,0.147,0.487,26.562,100.0,18.75,0.094,65.312,0.32,71.875,0.185,16.875,43.75,53.438,62.5,39.062,16.875,0.188,40.312,76.25,70.0,53.125,22.188,0.097,70.625,54.688,67.188,0.348,1.875,43.75,19.375,39.375,74.375,35.938,16.875,84.688,22.812,76.562,79.688,45.312,49.375,76.562,25.312,48.75,0.339,70.0,67.188,24.375,40.312
Negative_872,0,0.542,0.484,0.078,0.519,0.142,0.139,0.323,0.323,0.323,0.323,0.087,0.323,0.213,0.142,0.316,0.084,0.323,0.316,0.1,0.323,0.41,0.645,0.201,2.258,0.797,0.284,0.207,1.935,0.162,0.645,0.032,0.326,1.29,1.29,0.284,1.935,0.21,0.311,0.117,0.306,1.29,0.645,0.448,90.0,0.197,0.223,10.323,5.161,1.29,0.236,73.871,76.452,0.4,1.29,0.065,0.461,37.742,99.032,16.774,0.065,75.806,0.168,70.323,0.107,24.516,61.29,52.581,51.29,27.097,40.0,0.223,50.645,76.452,89.355,46.774,20.968,0.149,79.677,46.129,84.516,0.346,0.645,61.29,14.194,46.129,73.226,20.323,40.0,70.645,25.806,74.839,66.774,47.419,49.677,74.839,25.806,43.871,0.168,89.355,82.581,22.903,42.258
Positive_802,1,0.334,0.267,0.212,0.329,0.27,0.12,0.143,0.143,0.143,0.143,0.21,0.143,0.31,0.27,0.251,0.132,0.143,0.396,0.265,0.143,0.467,0.286,0.177,0.714,0.766,0.337,0.242,0.286,0.262,0.286,0.029,0.241,0.571,0.429,0.337,0.286,0.369,0.196,0.159,0.364,0.429,0.286,0.263,70.143,0.334,0.242,0.286,0.429,0.429,0.18,45.571,75.286,0.411,1.571,0.17,0.449,23.143,99.286,27.0,0.114,76.571,0.192,75.714,0.252,33.0,52.286,52.143,43.143,23.0,29.143,0.195,50.143,75.857,73.0,50.0,25.429,0.143,77.143,46.857,73.571,0.226,2.571,52.286,25.857,54.0,75.143,20.714,29.143,69.714,24.286,75.714,72.714,51.571,50.857,76.0,20.143,46.571,0.217,73.0,73.857,22.571,49.429
Positive_271,1,0.4,0.362,0.155,0.414,0.257,0.056,0.209,0.209,0.209,0.209,0.103,0.209,0.322,0.257,0.282,0.17,0.209,0.343,0.14,0.209,0.416,2.301,0.073,2.092,0.856,0.205,0.262,0.418,0.149,3.138,0.019,0.299,1.464,0.418,0.205,2.092,0.423,0.239,0.184,0.215,0.418,3.138,0.326,84.519,0.381,0.256,3.138,0.418,0.418,0.149,49.163,78.87,0.513,1.255,0.136,0.379,41.004,99.372,23.013,0.088,71.757,0.317,91.632,0.193,20.293,49.372,70.293,45.188,45.397,28.661,0.178,51.883,89.958,67.573,45.816,22.803,0.132,72.594,42.887,71.757,0.291,7.95,49.372,22.803,50.0,72.594,22.176,28.661,73.64,18.201,78.87,73.64,54.184,52.51,89.958,20.711,52.51,0.333,67.573,72.176,23.431,51.674
Negative_0,0,0.333,0.235,0.18,0.333,0.451,0.039,1.961,1.961,1.961,1.961,0.26,1.961,0.51,0.451,0.353,0.24,1.961,0.216,0.3,1.961,0.314,9.804,0.08,3.922,0.804,0.216,0.42,3.922,0.24,9.804,0.0,0.157,3.922,5.882,0.216,3.922,0.549,0.08,0.18,0.216,13.725,9.804,0.235,56.863,0.451,0.36,11.765,19.608,13.725,0.06,49.02,68.627,0.431,13.725,0.28,0.333,35.294,23.529,21.569,0.157,66.667,0.32,11.765,0.22,17.647,47.059,11.765,58.824,23.529,29.412,0.1,50.98,52.941,66.667,58.824,21.569,0.12,74.51,58.824,76.471,0.14,29.412,47.059,15.686,41.176,74.51,43.137,29.412,74.51,19.608,76.471,74.51,23.529,49.02,52.941,31.373,23.529,0.4,66.667,76.471,9.804,50.98
Negative_1252,0,0.516,0.442,0.138,0.516,0.253,0.095,1.053,1.053,1.053,1.053,0.16,1.053,0.211,0.253,0.337,0.213,1.053,0.232,0.223,1.053,0.305,3.158,0.16,5.263,0.8,0.274,0.202,9.474,0.202,6.316,0.011,0.347,8.421,2.105,0.274,9.474,0.253,0.34,0.181,0.305,2.105,6.316,0.442,61.053,0.211,0.287,11.579,2.105,2.105,0.245,48.421,73.684,0.389,2.105,0.16,0.442,7.368,96.842,20.0,0.105,83.158,0.234,70.526,0.181,23.158,34.737,53.684,49.474,12.632,15.789,0.245,40.0,76.842,61.053,55.789,26.316,0.202,72.632,51.579,66.316,0.266,6.316,34.737,20.0,45.263,73.684,25.263,15.789,67.368,20.0,69.474,75.789,58.947,48.421,70.526,28.421,51.579,0.234,61.053,66.316,27.368,45.263
Positive_40,1,0.418,0.314,0.152,0.361,0.246,0.145,0.205,0.205,0.205,0.205,0.175,0.205,0.291,0.246,0.236,0.181,0.205,0.336,0.207,0.205,0.424,0.615,0.222,1.639,0.727,0.355,0.236,0.82,0.285,0.615,0.037,0.279,0.41,0.41,0.355,1.025,0.314,0.232,0.158,0.373,0.41,0.615,0.33,77.459,0.285,0.195,4.508,0.41,0.41,0.246,58.402,71.516,0.41,0.41,0.183,0.43,24.385,98.361,23.156,0.127,78.689,0.214,62.295,0.193,30.123,58.197,42.828,46.107,18.033,25.41,0.263,51.639,69.057,79.303,49.795,24.795,0.152,73.975,51.23,73.975,0.283,0.615,58.197,22.951,55.943,75.41,27.254,25.41,76.025,30.738,67.828,76.639,47.541,47.951,70.697,31.557,46.107,0.214,79.303,73.77,21.926,51.434
Positive_439,1,0.381,0.3,0.172,0.367,0.219,0.11,0.476,0.476,0.476,0.476,0.182,0.476,0.262,0.219,0.224,0.148,0.476,0.4,0.23,0.476,0.471,5.714,0.177,1.905,0.795,0.305,0.215,0.952,0.316,5.714,0.014,0.286,2.857,0.952,0.305,2.857,0.386,0.292,0.129,0.314,0.952,5.714,0.31,67.143,0.329,0.258,11.429,0.952,0.952,0.215,48.095,76.19,0.471,2.381,0.177,0.452,21.429,94.286,23.333,0.095,68.571,0.254,62.381,0.23,17.143,48.095,45.238,55.714,19.524,18.571,0.263,49.524,70.0,68.095,47.143,24.286,0.129,77.143,52.381,74.762,0.311,5.714,48.095,22.857,46.19,76.19,28.571,18.571,80.0,18.095,76.667,75.238,50.952,47.619,70.0,21.905,50.952,0.282,68.095,75.714,24.762,48.571
Negative_85,0,0.47,0.348,0.107,0.371,0.189,0.106,0.758,0.758,0.758,0.758,0.176,0.758,0.212,0.189,0.22,0.092,0.758,0.341,0.183,0.758,0.5,14.394,0.168,2.273,0.78,0.295,0.183,1.515,0.26,14.394,0.015,0.22,1.515,2.273,0.295,1.515,0.348,0.282,0.084,0.303,2.273,14.394,0.311,67.424,0.333,0.244,21.97,6.061,2.273,0.214,59.848,60.606,0.485,2.273,0.153,0.568,25.0,78.03,18.939,0.114,85.606,0.267,56.818,0.191,41.667,64.394,46.97,46.97,31.061,25.0,0.221,55.303,67.424,84.848,41.667,18.182,0.137,75.0,37.879,79.545,0.374,14.394,64.394,18.939,77.273,76.515,25.758,25.0,72.727,20.455,71.97,78.03,45.455,43.182,68.939,15.909,49.242,0.305,84.848,77.273,27.273,53.03
Positive_1081,1,0.36,0.308,0.195,0.378,0.266,0.068,0.162,0.162,0.162,0.162,0.143,0.162,0.374,0.266,0.24,0.146,0.162,0.374,0.18,0.162,0.431,0.81,0.109,1.621,0.864,0.203,0.265,0.324,0.193,0.81,0.018,0.251,0.324,0.648,0.203,0.324,0.468,0.169,0.195,0.224,0.648,0.81,0.303,71.637,0.42,0.253,2.107,1.135,0.648,0.125,41.167,73.906,0.558,0.648,0.106,0.374,10.049,98.055,26.094,0.068,76.175,0.294,70.178,0.226,27.229,49.919,50.243,47.002,12.156,25.608,0.156,51.378,71.637,78.282,52.188,25.284,0.106,75.203,50.567,76.337,0.253,0.81,49.919,26.58,52.35,75.203,24.149,25.608,70.34,28.201,75.527,72.609,48.136,47.974,71.637,25.446,46.191,0.328,78.282,76.499,22.853,52.674
Positive_483,1,0.369,0.265,0.178,0.331,0.243,0.156,0.273,0.273,0.273,0.273,0.236,0.273,0.295,0.243,0.227,0.164,0.273,0.388,0.277,0.273,0.443,1.366,0.233,2.186,0.732,0.336,0.249,2.459,0.342,1.366,0.025,0.281,0.546,0.546,0.336,2.459,0.385,0.225,0.156,0.35,0.546,1.366,0.314,71.585,0.333,0.189,2.732,1.913,0.546,0.2,52.459,73.224,0.437,0.546,0.173,0.423,29.235,96.448,31.148,0.112,79.508,0.181,72.678,0.205,33.607,50.82,47.541,45.355,25.956,25.137,0.225,56.831,72.678,73.77,45.082,24.59,0.118,74.863,45.082,79.781,0.241,1.366,50.82,30.328,59.016,75.956,23.77,25.137,67.486,18.033,78.142,70.492,53.005,46.995,72.404,17.76,56.011,0.189,73.77,79.781,27.869,57.104
Positive_1118,1,0.42,0.351,0.159,0.405,0.215,0.118,0.085,0.085,0.085,0.085,0.182,0.085,0.261,0.215,0.247,0.154,0.085,0.365,0.215,0.085,0.439,0.426,0.184,0.17,0.789,0.298,0.225,0.17,0.287,0.426,0.025,0.276,0.17,0.256,0.298,0.17,0.328,0.243,0.164,0.321,0.256,0.426,0.347,77.257,0.296,0.224,0.426,0.426,0.256,0.234,54.514,77.939,0.455,0.256,0.146,0.463,30.494,100.0,24.361,0.094,70.273,0.241,78.62,0.186,20.954,48.382,57.836,50.767,27.939,25.639,0.25,47.871,78.109,76.15,48.978,24.106,0.145,74.276,48.552,72.402,0.3,1.363,48.382,24.106,45.06,73.595,26.831,25.639,73.935,21.295,73.68,73.765,49.659,51.618,78.109,22.402,51.363,0.255,76.15,72.147,26.405,48.211
Negative_1300,0,0.457,0.379,0.178,0.449,0.259,0.111,0.412,0.412,0.412,0.412,0.161,0.412,0.28,0.259,0.292,0.165,0.412,0.284,0.202,0.412,0.403,4.115,0.136,2.881,0.778,0.259,0.244,1.235,0.215,4.115,0.029,0.3,1.646,0.823,0.259,2.881,0.337,0.248,0.14,0.284,0.823,4.115,0.337,61.317,0.292,0.252,4.115,0.823,0.823,0.161,43.21,68.724,0.449,0.823,0.161,0.42,16.461,86.42,21.811,0.111,76.955,0.219,47.325,0.215,28.807,48.971,32.922,47.325,23.045,18.93,0.178,51.029,60.494,72.016,51.852,24.28,0.124,81.481,55.144,77.366,0.264,9.877,48.971,18.93,60.905,79.012,23.045,18.93,74.897,23.868,71.193,80.658,40.741,45.267,60.494,32.099,45.679,0.219,72.016,73.251,25.926,44.856
Negative_867,0,0.347,0.204,0.165,0.255,0.245,0.092,1.02,1.02,1.02,1.02,0.247,1.02,0.347,0.245,0.204,0.124,1.02,0.408,0.278,1.02,0.541,2.041,0.165,5.102,0.827,0.286,0.206,3.061,0.299,2.041,0.021,0.276,3.061,9.184,0.286,3.061,0.48,0.268,0.227,0.316,9.184,2.041,0.214,64.286,0.459,0.258,35.714,11.224,9.184,0.124,31.633,57.143,0.51,9.184,0.124,0.378,25.51,83.673,15.306,0.082,79.592,0.247,62.245,0.237,28.571,39.796,53.061,55.102,43.878,25.51,0.175,48.98,73.469,71.429,46.939,17.347,0.124,74.49,44.898,74.49,0.268,2.041,39.796,15.306,60.204,74.49,35.714,25.51,81.633,21.429,77.551,75.51,45.918,33.673,67.347,20.408,51.02,0.299,71.429,74.49,24.49,48.98
Positive_747,1,0.319,0.254,0.236,0.319,0.273,0.15,0.385,0.385,0.385,0.385,0.243,0.385,0.296,0.273,0.262,0.158,0.385,0.408,0.297,0.385,0.469,2.308,0.22,1.154,0.738,0.362,0.293,1.538,0.305,2.308,0.042,0.246,0.769,0.769,0.362,6.538,0.365,0.239,0.162,0.381,0.769,2.308,0.258,74.615,0.319,0.224,6.538,1.538,0.769,0.189,44.231,78.077,0.377,0.769,0.166,0.458,16.154,98.077,28.077,0.112,71.154,0.181,79.231,0.255,22.692,51.538,57.308,43.846,26.538,32.308,0.243,52.692,75.769,78.462,42.308,21.538,0.181,72.692,37.692,77.692,0.228,2.308,51.538,23.462,50.385,71.923,18.077,32.308,66.538,24.231,76.154,66.538,55.769,51.538,78.077,11.923,53.846,0.228,78.462,76.923,23.846,50.0
Negative_606,0,0.414,0.333,0.161,0.377,0.228,0.093,0.617,0.617,0.617,0.617,0.193,0.617,0.327,0.228,0.253,0.161,0.617,0.358,0.217,0.617,0.457,1.235,0.149,2.469,0.821,0.259,0.255,4.938,0.261,1.235,0.025,0.296,1.852,1.852,0.259,4.938,0.401,0.174,0.217,0.265,1.852,1.235,0.315,70.37,0.364,0.261,21.605,1.852,1.852,0.168,46.296,73.457,0.488,1.852,0.112,0.377,35.185,90.741,24.691,0.086,75.309,0.286,72.84,0.205,19.753,46.296,47.531,41.358,28.395,18.519,0.18,48.148,73.457,70.37,39.506,19.136,0.112,69.136,53.086,69.136,0.267,1.235,46.296,20.37,45.062,75.309,21.605,18.519,67.901,18.519,78.395,72.222,51.235,52.469,73.457,14.815,52.469,0.286,70.37,67.284,29.63,45.062
Positive_316,1,0.412,0.363,0.164,0.413,0.229,0.068,0.152,0.152,0.152,0.152,0.119,0.152,0.334,0.229,0.264,0.17,0.152,0.359,0.135,0.152,0.424,0.76,0.094,0.304,0.863,0.188,0.277,0.304,0.163,0.76,0.012,0.252,0.304,0.456,0.188,0.304,0.438,0.209,0.184,0.199,0.456,0.76,0.347,69.453,0.398,0.28,3.495,0.456,0.456,0.126,43.465,76.9,0.547,0.912,0.119,0.413,20.061,99.848,24.924,0.068,74.012,0.339,88.45,0.207,23.1,50.304,48.784,50.608,24.772,24.924,0.134,48.48,83.435,78.571,46.353,23.404,0.09,74.62,46.96,75.532,0.28,0.76,50.304,25.532,44.681,74.924,27.052,24.924,72.188,25.076,76.9,69.301,52.584,53.799,84.043,22.34,51.824,0.338,78.571,75.684,26.596,49.696
Negative_407,0,0.394,0.322,0.178,0.371,0.229,0.111,0.069,0.069,0.069,0.069,0.191,0.069,0.239,0.229,0.258,0.135,0.069,0.377,0.228,0.069,0.457,0.206,0.18,0.344,0.793,0.277,0.247,0.412,0.254,0.206,0.019,0.254,0.344,0.137,0.277,0.412,0.366,0.242,0.12,0.311,0.137,0.206,0.314,78.076,0.352,0.238,0.206,0.137,0.137,0.201,49.072,76.014,0.465,0.137,0.142,0.507,23.024,99.725,24.948,0.096,74.089,0.227,72.165,0.209,25.017,49.897,49.485,50.103,26.323,24.055,0.195,49.691,76.014,75.876,49.347,25.292,0.133,75.808,49.347,74.983,0.282,1.237,49.897,24.88,47.904,74.777,24.536,24.055,72.99,24.467,75.601,74.639,48.866,50.859,75.876,25.292,50.103,0.254,75.876,75.945,25.773,50.241
Negative_678,0,0.549,0.402,0.086,0.427,0.183,0.11,0.61,0.61,0.61,0.61,0.147,0.61,0.226,0.183,0.213,0.141,0.61,0.268,0.16,0.61,0.457,1.829,0.172,2.439,0.799,0.274,0.178,1.22,0.27,1.829,0.012,0.329,3.659,1.22,0.274,3.659,0.317,0.282,0.123,0.28,1.22,1.829,0.36,74.39,0.299,0.209,1.829,1.22,1.22,0.233,45.122,78.659,0.512,1.829,0.147,0.445,18.902,98.78,15.244,0.091,63.415,0.233,71.951,0.153,25.0,40.244,65.244,50.61,37.195,16.463,0.245,39.634,75.0,73.171,53.659,25.61,0.123,72.561,53.049,64.024,0.301,16.463,40.244,15.244,40.854,73.78,26.22,16.463,72.561,12.805,70.732,72.561,49.39,52.439,75.0,27.439,48.171,0.252,73.171,63.415,25.61,38.415
Positive_1122,1,0.409,0.318,0.108,0.364,0.273,0.121,1.515,1.515,1.515,1.515,0.138,1.515,0.258,0.273,0.197,0.138,1.515,0.318,0.185,1.515,0.379,10.606,0.185,3.03,0.742,0.318,0.2,6.061,0.2,10.606,0.0,0.379,4.545,3.03,0.318,6.061,0.364,0.277,0.138,0.318,3.03,10.606,0.348,84.848,0.318,0.108,10.606,4.545,3.03,0.154,74.242,84.848,0.485,3.03,0.154,0.364,40.909,98.485,30.303,0.136,59.091,0.231,95.455,0.154,30.303,50.0,33.333,27.273,22.727,28.788,0.2,50.0,87.879,75.758,25.758,28.788,0.138,65.152,27.273,65.152,0.292,19.697,50.0,28.788,39.394,65.152,15.152,28.788,62.121,7.576,78.788,56.061,60.606,65.152,87.879,13.636,60.606,0.246,75.758,65.152,39.394,54.545
Negative_400,0,0.388,0.327,0.179,0.388,0.224,0.127,0.303,0.303,0.303,0.303,0.204,0.303,0.27,0.224,0.261,0.134,0.303,0.388,0.228,0.303,0.461,1.212,0.222,2.727,0.773,0.279,0.258,0.909,0.274,1.212,0.015,0.218,0.606,0.606,0.279,1.212,0.361,0.21,0.106,0.312,0.606,1.212,0.315,66.667,0.333,0.246,1.212,0.909,0.606,0.21,33.333,77.879,0.461,0.606,0.167,0.512,16.061,97.576,26.97,0.1,75.455,0.246,75.152,0.234,32.121,47.273,45.758,46.364,23.03,19.091,0.24,53.333,80.0,80.0,45.152,29.091,0.17,74.545,45.152,76.061,0.292,5.455,47.273,25.455,53.03,74.242,22.727,19.091,66.061,22.727,77.576,70.0,53.03,49.394,80.0,28.788,54.242,0.271,80.0,75.758,26.364,53.939
Negative_168,0,0.443,0.374,0.132,0.426,0.243,0.104,0.87,0.87,0.87,0.87,0.132,0.87,0.165,0.243,0.27,0.193,0.87,0.313,0.184,0.87,0.4,1.739,0.158,4.348,0.765,0.322,0.158,1.739,0.228,1.739,0.018,0.313,3.478,2.609,0.322,1.739,0.287,0.289,0.105,0.339,2.609,1.739,0.357,70.435,0.252,0.193,23.478,1.739,2.609,0.254,55.652,66.957,0.409,2.609,0.193,0.522,36.522,97.391,9.565,0.13,80.0,0.175,88.696,0.149,7.826,66.087,75.652,51.304,33.043,42.609,0.289,50.435,75.652,85.217,45.217,13.043,0.193,60.0,40.87,72.174,0.272,30.435,66.087,8.696,43.478,71.304,24.348,42.609,77.391,21.739,68.696,67.826,41.739,48.696,78.261,20.87,38.261,0.193,85.217,68.696,18.261,38.261
Positive_332,1,0.383,0.322,0.179,0.382,0.243,0.101,0.092,0.092,0.092,0.092,0.162,0.092,0.307,0.243,0.26,0.146,0.092,0.373,0.194,0.092,0.436,0.276,0.149,0.369,0.81,0.248,0.246,0.184,0.214,0.922,0.029,0.264,0.369,0.184,0.248,0.553,0.407,0.225,0.141,0.271,0.184,0.922,0.321,83.226,0.371,0.251,0.922,0.184,0.184,0.168,65.161,79.816,0.492,0.461,0.137,0.429,36.221,99.447,25.069,0.088,70.507,0.257,85.161,0.215,24.608,58.157,61.106,43.226,22.304,28.111,0.183,49.677,83.779,80.0,43.687,24.055,0.131,68.571,42.673,71.982,0.289,1.198,58.157,25.714,45.161,71.982,21.935,28.111,71.244,23.134,74.194,68.664,51.613,57.88,83.779,21.382,49.77,0.276,80.0,71.982,25.899,49.585
Negative_206,0,0.376,0.259,0.214,0.306,0.318,0.129,1.176,1.176,1.176,1.176,0.202,1.176,0.271,0.318,0.282,0.083,1.176,0.306,0.25,1.176,0.424,7.059,0.143,4.706,0.694,0.412,0.214,2.353,0.238,7.059,0.071,0.318,4.706,2.353,0.412,4.706,0.329,0.226,0.202,0.412,2.353,7.059,0.259,69.412,0.282,0.143,11.765,2.353,2.353,0.179,52.941,78.824,0.306,3.529,0.214,0.412,29.412,88.235,30.588,0.176,64.706,0.179,41.176,0.321,28.235,56.471,32.941,35.294,14.118,40.0,0.226,51.765,69.412,70.588,32.941,25.882,0.19,77.647,44.706,74.118,0.274,8.235,56.471,20.0,48.235,76.471,16.471,40.0,71.765,17.647,74.118,76.471,49.412,52.941,69.412,17.647,43.529,0.167,70.588,74.118,18.824,55.294
Negative_445,0,0.443,0.373,0.18,0.409,0.263,0.104,0.2,0.2,0.2,0.2,0.16,0.2,0.214,0.263,0.25,0.176,0.2,0.293,0.192,0.2,0.409,0.399,0.154,1.597,0.735,0.329,0.176,0.599,0.278,0.399,0.034,0.321,0.599,0.798,0.329,0.599,0.281,0.292,0.124,0.345,0.798,0.399,0.327,70.06,0.261,0.21,3.593,0.798,0.798,0.27,48.503,72.655,0.421,1.597,0.228,0.465,24.95,99.002,34.331,0.162,83.633,0.166,82.036,0.232,32.335,56.088,58.283,42.715,36.327,28.743,0.282,59.082,74.052,75.449,46.507,23.752,0.164,71.457,39.122,82.236,0.272,0.399,56.088,33.333,59.281,76.248,22.156,28.743,70.259,22.754,78.842,71.856,55.489,49.9,75.25,20.559,50.299,0.19,75.449,82.236,24.75,59.082
